Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.468 [0.436 - 0.500],0.474 [0.472 - 0.476],0.473 [0.417 - 0.528],0.474 [0.472 - 0.476],0.002 [0.001 - 0.002],-0.053 [-0.110 - 0.002],0.003 [0.003 - 0.004]
Demographic,0.545 [0.502 - 0.569],0.530 [0.528 - 0.532],0.531 [0.468 - 0.578],0.530 [0.528 - 0.532],0.002 [0.002 - 0.002],0.062 [-0.002 - 0.108],0.004 [0.003 - 0.004]
Metabolite+Demographic,0.543 [0.512 - 0.571],0.531 [0.529 - 0.533],0.530 [0.486 - 0.579],0.531 [0.529 - 0.533],0.002 [0.002 - 0.002],0.060 [0.017 - 0.110],0.004 [0.003 - 0.004]
