Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.682 [0.650 - 0.711],0.609 [0.607 - 0.611],0.613 [0.549 - 0.662],0.609 [0.607 - 0.611],0.002 [0.001 - 0.002],0.222 [0.157 - 0.271],0.004 [0.003 - 0.004]
Demographic,0.596 [0.550 - 0.630],0.561 [0.559 - 0.563],0.562 [0.487 - 0.614],0.561 [0.559 - 0.563],0.001 [0.001 - 0.002],0.124 [0.049 - 0.175],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.693 [0.659 - 0.723],0.618 [0.616 - 0.620],0.624 [0.561 - 0.678],0.618 [0.616 - 0.620],0.002 [0.002 - 0.002],0.241 [0.178 - 0.295],0.004 [0.003 - 0.004]
