Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.805 [0.788 - 0.822],0.745 [0.744 - 0.747],0.742 [0.711 - 0.771],0.745 [0.744 - 0.747],0.008 [0.008 - 0.009],0.487 [0.456 - 0.516],0.016 [0.015 - 0.018]
Demographic,0.814 [0.799 - 0.829],0.745 [0.743 - 0.747],0.744 [0.709 - 0.780],0.745 [0.743 - 0.747],0.008 [0.007 - 0.009],0.489 [0.455 - 0.526],0.016 [0.015 - 0.018]
Metabolite+Demographic,0.838 [0.822 - 0.855],0.776 [0.774 - 0.778],0.772 [0.735 - 0.800],0.776 [0.774 - 0.778],0.010 [0.009 - 0.011],0.548 [0.510 - 0.577],0.019 [0.018 - 0.021]
