Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.633 [0.626 - 0.641],0.597 [0.595 - 0.599],0.597 [0.586 - 0.610],0.597 [0.595 - 0.599],0.033 [0.032 - 0.034],0.193 [0.182 - 0.208],0.062 [0.061 - 0.065]
Demographic,0.691 [0.684 - 0.699],0.643 [0.641 - 0.644],0.642 [0.630 - 0.653],0.643 [0.641 - 0.645],0.040 [0.038 - 0.041],0.284 [0.273 - 0.298],0.075 [0.072 - 0.077]
Metabolite+Demographic,0.698 [0.690 - 0.705],0.648 [0.646 - 0.650],0.647 [0.636 - 0.661],0.648 [0.646 - 0.650],0.041 [0.039 - 0.042],0.295 [0.284 - 0.310],0.076 [0.074 - 0.079]
