Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.508 [0.488 - 0.528],0.500 [0.497 - 0.501],0.502 [0.472 - 0.542],0.499 [0.497 - 0.501],0.004 [0.004 - 0.004],0.002 [-0.029 - 0.040],0.008 [0.007 - 0.009]
Demographic,0.635 [0.617 - 0.651],0.590 [0.588 - 0.592],0.592 [0.560 - 0.622],0.590 [0.588 - 0.592],0.006 [0.005 - 0.006],0.182 [0.149 - 0.211],0.011 [0.010 - 0.012]
Metabolite+Demographic,0.621 [0.601 - 0.637],0.589 [0.588 - 0.592],0.591 [0.557 - 0.619],0.589 [0.588 - 0.592],0.006 [0.005 - 0.006],0.180 [0.146 - 0.209],0.011 [0.010 - 0.012]
