Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.624 [0.610 - 0.636],0.591 [0.589 - 0.593],0.590 [0.566 - 0.611],0.591 [0.589 - 0.593],0.024 [0.023 - 0.025],0.182 [0.156 - 0.202],0.046 [0.045 - 0.048]
Demographic,0.722 [0.714 - 0.732],0.662 [0.660 - 0.664],0.662 [0.646 - 0.683],0.662 [0.660 - 0.664],0.032 [0.031 - 0.034],0.324 [0.309 - 0.344],0.062 [0.060 - 0.065]
Metabolite+Demographic,0.724 [0.714 - 0.733],0.666 [0.663 - 0.668],0.665 [0.651 - 0.684],0.666 [0.663 - 0.668],0.033 [0.032 - 0.035],0.330 [0.316 - 0.349],0.063 [0.061 - 0.066]
