Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.696 [0.668 - 0.720],0.650 [0.649 - 0.652],0.651 [0.604 - 0.697],0.650 [0.649 - 0.652],0.004 [0.004 - 0.005],0.303 [0.253 - 0.348],0.008 [0.007 - 0.009]
Demographic,0.718 [0.694 - 0.738],0.679 [0.677 - 0.681],0.684 [0.633 - 0.728],0.679 [0.677 - 0.681],0.005 [0.004 - 0.005],0.364 [0.312 - 0.407],0.009 [0.008 - 0.011]
Metabolite+Demographic,0.759 [0.740 - 0.777],0.702 [0.700 - 0.703],0.703 [0.661 - 0.751],0.702 [0.700 - 0.703],0.005 [0.005 - 0.006],0.404 [0.364 - 0.453],0.010 [0.009 - 0.012]
