Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.785 [0.779 - 0.791],0.712 [0.710 - 0.714],0.711 [0.697 - 0.727],0.712 [0.710 - 0.714],0.036 [0.034 - 0.037],0.424 [0.409 - 0.440],0.068 [0.065 - 0.071]
Demographic,0.924 [0.921 - 0.928],0.850 [0.849 - 0.852],0.851 [0.837 - 0.864],0.850 [0.849 - 0.852],0.078 [0.075 - 0.082],0.701 [0.686 - 0.714],0.144 [0.139 - 0.149]
Metabolite+Demographic,0.940 [0.937 - 0.942],0.876 [0.874 - 0.877],0.876 [0.863 - 0.887],0.876 [0.874 - 0.877],0.095 [0.092 - 0.099],0.752 [0.738 - 0.763],0.172 [0.166 - 0.178]
