Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.659 [0.651 - 0.671],0.619 [0.617 - 0.621],0.617 [0.600 - 0.639],0.618 [0.617 - 0.621],0.016 [0.015 - 0.017],0.236 [0.219 - 0.259],0.031 [0.030 - 0.033]
Demographic,0.586 [0.576 - 0.599],0.561 [0.559 - 0.563],0.559 [0.544 - 0.583],0.561 [0.559 - 0.563],0.013 [0.012 - 0.013],0.120 [0.103 - 0.145],0.025 [0.024 - 0.026]
Metabolite+Demographic,0.666 [0.660 - 0.677],0.622 [0.620 - 0.624],0.621 [0.604 - 0.644],0.622 [0.620 - 0.624],0.016 [0.016 - 0.017],0.243 [0.226 - 0.266],0.032 [0.030 - 0.033]
