Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.735 [0.714 - 0.756],0.670 [0.668 - 0.672],0.672 [0.632 - 0.715],0.670 [0.668 - 0.672],0.005 [0.005 - 0.006],0.341 [0.301 - 0.386],0.010 [0.009 - 0.011]
Demographic,0.886 [0.876 - 0.895],0.809 [0.808 - 0.811],0.808 [0.781 - 0.846],0.809 [0.808 - 0.811],0.010 [0.009 - 0.011],0.617 [0.590 - 0.656],0.020 [0.019 - 0.023]
Metabolite+Demographic,0.903 [0.894 - 0.912],0.836 [0.835 - 0.837],0.837 [0.809 - 0.864],0.836 [0.835 - 0.837],0.012 [0.011 - 0.014],0.674 [0.645 - 0.700],0.024 [0.023 - 0.027]
