Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.656 [0.637 - 0.677],0.618 [0.616 - 0.619],0.613 [0.576 - 0.659],0.618 [0.616 - 0.619],0.003 [0.003 - 0.003],0.230 [0.194 - 0.278],0.006 [0.005 - 0.007]
Demographic,0.586 [0.566 - 0.613],0.569 [0.567 - 0.570],0.569 [0.531 - 0.622],0.568 [0.567 - 0.570],0.002 [0.002 - 0.003],0.137 [0.100 - 0.190],0.005 [0.004 - 0.006]
Metabolite+Demographic,0.671 [0.651 - 0.691],0.617 [0.615 - 0.618],0.616 [0.567 - 0.671],0.617 [0.615 - 0.618],0.003 [0.003 - 0.003],0.233 [0.184 - 0.288],0.006 [0.005 - 0.007]
