Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.464 [0.439 - 0.482],0.477 [0.475 - 0.479],0.474 [0.435 - 0.508],0.477 [0.475 - 0.479],0.003 [0.003 - 0.003],-0.049 [-0.088 - -0.015],0.006 [0.006 - 0.007]
Demographic,0.456 [0.436 - 0.477],0.459 [0.457 - 0.461],0.457 [0.425 - 0.496],0.459 [0.457 - 0.461],0.003 [0.003 - 0.003],-0.085 [-0.117 - -0.045],0.006 [0.005 - 0.006]
Metabolite+Demographic,0.464 [0.437 - 0.482],0.466 [0.463 - 0.468],0.467 [0.424 - 0.508],0.466 [0.463 - 0.468],0.003 [0.003 - 0.003],-0.068 [-0.110 - -0.027],0.006 [0.005 - 0.006]
