Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.509 [0.480 - 0.533],0.503 [0.501 - 0.505],0.500 [0.457 - 0.537],0.503 [0.501 - 0.505],0.003 [0.002 - 0.003],0.003 [-0.041 - 0.041],0.005 [0.005 - 0.006]
Demographic,0.658 [0.641 - 0.678],0.623 [0.621 - 0.625],0.618 [0.580 - 0.660],0.623 [0.621 - 0.625],0.004 [0.004 - 0.005],0.239 [0.204 - 0.282],0.009 [0.008 - 0.010]
Metabolite+Demographic,0.656 [0.640 - 0.673],0.621 [0.619 - 0.623],0.620 [0.591 - 0.660],0.621 [0.619 - 0.623],0.004 [0.004 - 0.005],0.241 [0.212 - 0.282],0.009 [0.008 - 0.010]
