Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.588 [0.582 - 0.595],0.562 [0.560 - 0.564],0.562 [0.551 - 0.574],0.562 [0.560 - 0.564],0.060 [0.059 - 0.062],0.125 [0.113 - 0.137],0.109 [0.107 - 0.112]
Demographic,0.623 [0.618 - 0.628],0.590 [0.589 - 0.592],0.590 [0.581 - 0.598],0.590 [0.589 - 0.592],0.067 [0.066 - 0.069],0.181 [0.172 - 0.189],0.121 [0.118 - 0.123]
Metabolite+Demographic,0.628 [0.622 - 0.632],0.594 [0.592 - 0.596],0.594 [0.584 - 0.602],0.594 [0.592 - 0.596],0.068 [0.067 - 0.070],0.188 [0.177 - 0.195],0.123 [0.120 - 0.125]
