Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.595 [0.582 - 0.606],0.576 [0.574 - 0.578],0.576 [0.557 - 0.599],0.576 [0.574 - 0.578],0.016 [0.015 - 0.017],0.153 [0.133 - 0.175],0.031 [0.029 - 0.033]
Demographic,0.639 [0.629 - 0.649],0.605 [0.603 - 0.607],0.602 [0.587 - 0.624],0.605 [0.603 - 0.607],0.018 [0.017 - 0.019],0.208 [0.191 - 0.229],0.035 [0.033 - 0.036]
Metabolite+Demographic,0.645 [0.637 - 0.655],0.605 [0.603 - 0.607],0.604 [0.586 - 0.619],0.605 [0.603 - 0.607],0.018 [0.017 - 0.019],0.209 [0.191 - 0.224],0.035 [0.033 - 0.036]
