Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.508 [0.488 - 0.527],0.507 [0.505 - 0.509],0.504 [0.472 - 0.539],0.507 [0.505 - 0.509],0.004 [0.004 - 0.005],0.011 [-0.020 - 0.045],0.009 [0.008 - 0.010]
Demographic,0.513 [0.495 - 0.529],0.510 [0.509 - 0.512],0.500 [0.470 - 0.526],0.510 [0.509 - 0.512],0.004 [0.004 - 0.005],0.010 [-0.020 - 0.037],0.009 [0.008 - 0.010]
Metabolite+Demographic,0.510 [0.490 - 0.527],0.507 [0.505 - 0.509],0.505 [0.474 - 0.534],0.507 [0.505 - 0.509],0.004 [0.004 - 0.005],0.013 [-0.018 - 0.041],0.009 [0.008 - 0.009]
