Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.483 [0.441 - 0.515],0.488 [0.485 - 0.490],0.491 [0.425 - 0.548],0.488 [0.485 - 0.490],0.001 [0.001 - 0.001],-0.021 [-0.087 - 0.036],0.002 [0.002 - 0.002]
Demographic,0.563 [0.522 - 0.590],0.551 [0.549 - 0.553],0.558 [0.489 - 0.607],0.551 [0.549 - 0.553],0.001 [0.001 - 0.002],0.109 [0.040 - 0.158],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.525 [0.481 - 0.569],0.511 [0.508 - 0.513],0.511 [0.452 - 0.579],0.511 [0.508 - 0.513],0.001 [0.001 - 0.001],0.022 [-0.037 - 0.091],0.002 [0.002 - 0.003]
