Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.552 [0.543 - 0.562],0.534 [0.532 - 0.536],0.534 [0.519 - 0.547],0.534 [0.532 - 0.536],0.022 [0.021 - 0.022],0.069 [0.053 - 0.082],0.041 [0.040 - 0.043]
Demographic,0.616 [0.606 - 0.624],0.588 [0.586 - 0.589],0.589 [0.574 - 0.606],0.588 [0.586 - 0.589],0.027 [0.026 - 0.028],0.178 [0.162 - 0.193],0.051 [0.049 - 0.053]
Metabolite+Demographic,0.616 [0.607 - 0.625],0.588 [0.586 - 0.590],0.590 [0.574 - 0.609],0.588 [0.586 - 0.590],0.027 [0.026 - 0.028],0.178 [0.162 - 0.197],0.051 [0.049 - 0.053]
