Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.572 [0.556 - 0.590],0.553 [0.551 - 0.555],0.553 [0.528 - 0.579],0.553 [0.551 - 0.555],0.009 [0.009 - 0.010],0.106 [0.080 - 0.133],0.018 [0.017 - 0.020]
Demographic,0.638 [0.624 - 0.652],0.597 [0.595 - 0.600],0.599 [0.571 - 0.621],0.597 [0.595 - 0.600],0.011 [0.010 - 0.012],0.195 [0.169 - 0.219],0.022 [0.021 - 0.023]
Metabolite+Demographic,0.649 [0.635 - 0.663],0.613 [0.611 - 0.615],0.613 [0.586 - 0.639],0.613 [0.611 - 0.615],0.012 [0.011 - 0.013],0.226 [0.198 - 0.252],0.023 [0.022 - 0.025]
