Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.559 [0.522 - 0.618],0.542 [0.540 - 0.544],0.532 [0.466 - 0.626],0.542 [0.540 - 0.544],0.001 [0.001 - 0.001],0.074 [0.008 - 0.167],0.002 [0.002 - 0.002]
Demographic,0.587 [0.544 - 0.639],0.570 [0.569 - 0.572],0.569 [0.500 - 0.642],0.570 [0.569 - 0.572],0.001 [0.001 - 0.001],0.139 [0.070 - 0.213],0.002 [0.002 - 0.003]
Metabolite+Demographic,0.575 [0.529 - 0.641],0.542 [0.539 - 0.543],0.530 [0.470 - 0.637],0.542 [0.539 - 0.543],0.001 [0.001 - 0.001],0.071 [0.010 - 0.179],0.002 [0.002 - 0.002]
