Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.691 [0.670 - 0.710],0.639 [0.638 - 0.641],0.639 [0.597 - 0.678],0.639 [0.637 - 0.641],0.005 [0.004 - 0.005],0.278 [0.234 - 0.318],0.009 [0.008 - 0.010]
Demographic,0.693 [0.666 - 0.717],0.634 [0.632 - 0.636],0.636 [0.595 - 0.681],0.634 [0.633 - 0.636],0.004 [0.004 - 0.005],0.271 [0.229 - 0.315],0.009 [0.008 - 0.010]
Metabolite+Demographic,0.710 [0.691 - 0.730],0.647 [0.645 - 0.649],0.644 [0.614 - 0.686],0.647 [0.645 - 0.649],0.005 [0.004 - 0.005],0.292 [0.261 - 0.333],0.009 [0.008 - 0.010]
