Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.351 [0.312 - 0.393],0.379 [0.377 - 0.381],0.383 [0.320 - 0.431],0.379 [0.377 - 0.381],0.001 [0.000 - 0.001],-0.238 [-0.303 - -0.190],0.001 [0.001 - 0.001]
Demographic,0.346 [0.304 - 0.394],0.376 [0.374 - 0.378],0.379 [0.320 - 0.444],0.376 [0.374 - 0.378],0.001 [0.000 - 0.001],-0.245 [-0.305 - -0.180],0.001 [0.001 - 0.001]
Metabolite+Demographic,0.336 [0.297 - 0.383],0.368 [0.366 - 0.370],0.369 [0.300 - 0.449],0.368 [0.366 - 0.370],0.000 [0.000 - 0.001],-0.264 [-0.332 - -0.182],0.001 [0.001 - 0.001]
