Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.754 [0.720 - 0.782],0.705 [0.703 - 0.707],0.704 [0.635 - 0.756],0.705 [0.703 - 0.707],0.002 [0.002 - 0.003],0.409 [0.341 - 0.461],0.005 [0.004 - 0.005]
Demographic,0.918 [0.899 - 0.931],0.848 [0.847 - 0.850],0.853 [0.799 - 0.901],0.848 [0.846 - 0.850],0.005 [0.005 - 0.006],0.701 [0.648 - 0.748],0.011 [0.009 - 0.012]
Metabolite+Demographic,0.938 [0.920 - 0.950],0.879 [0.878 - 0.880],0.881 [0.834 - 0.933],0.879 [0.878 - 0.880],0.007 [0.006 - 0.008],0.760 [0.713 - 0.812],0.014 [0.012 - 0.016]
