Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.750 [0.711 - 0.791],0.685 [0.683 - 0.687],0.688 [0.616 - 0.740],0.685 [0.683 - 0.687],0.002 [0.001 - 0.002],0.374 [0.302 - 0.425],0.003 [0.003 - 0.004]
Demographic,0.715 [0.673 - 0.763],0.661 [0.659 - 0.663],0.660 [0.581 - 0.726],0.661 [0.659 - 0.663],0.001 [0.001 - 0.002],0.321 [0.242 - 0.386],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.768 [0.720 - 0.811],0.703 [0.701 - 0.705],0.700 [0.626 - 0.762],0.703 [0.701 - 0.705],0.002 [0.001 - 0.002],0.404 [0.329 - 0.466],0.003 [0.003 - 0.004]
