Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.816 [0.812 - 0.821],0.753 [0.751 - 0.754],0.753 [0.746 - 0.762],0.752 [0.751 - 0.754],0.109 [0.107 - 0.111],0.506 [0.497 - 0.515],0.190 [0.187 - 0.193]
Demographic,0.760 [0.754 - 0.765],0.690 [0.688 - 0.692],0.691 [0.679 - 0.701],0.690 [0.688 - 0.692],0.082 [0.080 - 0.084],0.381 [0.369 - 0.392],0.147 [0.143 - 0.150]
Metabolite+Demographic,0.839 [0.836 - 0.844],0.774 [0.772 - 0.775],0.774 [0.766 - 0.783],0.774 [0.772 - 0.775],0.121 [0.119 - 0.123],0.548 [0.540 - 0.558],0.209 [0.205 - 0.213]
