Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.585 [0.576 - 0.596],0.562 [0.560 - 0.564],0.562 [0.546 - 0.583],0.562 [0.559 - 0.564],0.019 [0.018 - 0.020],0.124 [0.108 - 0.144],0.036 [0.034 - 0.038]
Demographic,0.634 [0.625 - 0.643],0.602 [0.600 - 0.605],0.603 [0.583 - 0.620],0.602 [0.600 - 0.605],0.022 [0.021 - 0.023],0.205 [0.185 - 0.222],0.042 [0.040 - 0.044]
Metabolite+Demographic,0.639 [0.629 - 0.649],0.601 [0.599 - 0.603],0.600 [0.583 - 0.619],0.601 [0.599 - 0.603],0.022 [0.021 - 0.023],0.200 [0.184 - 0.220],0.042 [0.040 - 0.044]
