Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.105 [0.083,0.128]",2.507e-16,***,Glycoprotein Acetyls
L-HDL-C,"0.086 [0.059,0.112]",1.165e-06,***,Cholesterol in Large HDL
L-HDL-FC,"0.085 [0.058,0.112]",1.502e-06,***,Free Cholesterol in Large HDL
L-HDL-L,"0.085 [0.058,0.111]",1.303e-06,***,Total-Lipids in Large HDL
L-HDL-P,"0.085 [0.058,0.111]",1.997e-06,***,Concentration of Large HDL Particles
L-HDL-CE,"0.085 [0.058,0.111]",1.895e-06,***,Cholesteryl Esters in Large HDL
HDL-FC,"0.083 [0.058,0.108]",3.394e-07,***,Free Cholesterol in HDL
L-HDL-PL,"0.082 [0.056,0.108]",3.406e-06,***,Phospholipids in Large HDL
HDL-C,"0.081 [0.056,0.106]",6.486e-07,***,HDL Cholesterol
HDL-CE,"0.080 [0.055,0.104]",1.307e-06,***,Cholesteryl Esters in HDL
Omega-6/Omega-3,"0.078 [0.055,0.100]",1.094e-07,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
XL-HDL-CE,"0.077 [0.050,0.103]",4.514e-05,***,Cholesteryl Esters in Very Large HDL
SM,"0.076 [0.054,0.099]",1.726e-07,***,Sphingomyelins
M-HDL-FC%,"0.074 [0.050,0.099]",5.861e-06,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-L,"0.074 [0.050,0.098]",1.068e-05,***,Total-Lipids in HDL
XL-HDL-C,"0.074 [0.048,0.100]",1.184e-04,***,Cholesterol in Very Large HDL
HDL-size,"0.073 [0.046,0.099]",2.634e-04,***,Average Diameter for HDL Particles
XL-HDL-L,"0.072 [0.045,0.098]",3.024e-04,***,Total-Lipids in Very Large HDL
XL-HDL-P,"0.071 [0.045,0.097]",3.409e-04,***,Concentration of Very Large HDL Particles
M-HDL-FC,"0.071 [0.047,0.095]",2.570e-05,***,Free Cholesterol in Medium HDL
HDL-PL,"0.070 [0.046,0.094]",5.170e-05,***,Phospholipids in HDL
XL-HDL-PL,"0.068 [0.042,0.094]",0.001,**,Phospholipids in Very Large HDL
ApoA1,"0.066 [0.043,0.090]",1.338e-04,***,Apolipoprotein A1
M-HDL-C,"0.066 [0.042,0.090]",1.730e-04,***,Cholesterol in Medium HDL
M-HDL-P,"0.065 [0.042,0.089]",2.271e-04,***,Concentration of Medium HDL Particles
M-HDL-CE,"0.065 [0.041,0.088]",2.683e-04,***,Cholesteryl Esters in Medium HDL
Lactate,"0.063 [0.041,0.085]",1.030e-04,***,Lactate
Total-P,"0.063 [0.040,0.085]",2.379e-04,***,Total-Concentration of Lipoprotein Particles
HDL-P,"0.062 [0.039,0.085]",3.948e-04,***,Concentration of HDL Particles
Pyruvate,"0.060 [0.037,0.082]",7.787e-04,***,Pyruvate
M-HDL-L,"0.059 [0.036,0.082]",0.002,**,Total-Lipids in Medium HDL
Total-PL,"0.057 [0.035,0.079]",0.002,**,Total-Phospholipids in Lipoprotein Particles
L-HDL-FC%,"0.057 [0.035,0.078]",9.658e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-FC,"0.056 [0.032,0.081]",0.028,*,Free Cholesterol in Very Large HDL
Cholines,"0.056 [0.034,0.079]",0.004,**,Total-Cholines
M-HDL-PL,"0.056 [0.033,0.079]",0.006,**,Phospholipids in Medium HDL
L-HDL-C%,"0.054 [0.032,0.076]",0.008,**,Cholesterol to Total-Lipids in Large HDL percentage
PC,"0.053 [0.030,0.076]",0.016,*,Phosphatidylcholines
Total-CE,"0.052 [0.030,0.073]",0.011,*,Total-Esterified Cholesterol
Phosphoglyc,"0.050 [0.028,0.073]",0.041,*,Phosphoglycerides
Total-C,"0.050 [0.029,0.072]",0.020,*,Total-Cholesterol
XS-VLDL-CE%,"0.049 [0.027,0.072]",0.046,*,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-CE,"0.049 [0.027,0.071]",0.049,*,Cholesteryl Esters in IDL
Ala,"-0.053 [-0.076,-0.031]",0.013,*,Alanine
Sc-ala,"-0.056 [-0.078,-0.034]",0.003,**,Spectrometer-corrected alanine
Ile,"-0.060 [-0.083,-0.038]",4.985e-04,***,Isoleucine
Gln,"-0.062 [-0.084,-0.041]",7.057e-05,***,Glutamine
DHA%,"-0.063 [-0.086,-0.040]",4.034e-04,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
XL-HDL-FC%,"-0.073 [-0.098,-0.048]",5.186e-05,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-3%,"-0.084 [-0.107,-0.061]",4.256e-09,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
Leu,"-0.095 [-0.117,-0.072]",1.360e-12,***,Leucine
Total-BCAA,"-0.100 [-0.123,-0.077]",3.928e-14,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Albumin,"-0.102 [-0.124,-0.081]",5.733e-17,***,Albumin
Val,"-0.109 [-0.132,-0.086]",5.607e-17,***,Valine
