Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Ala,0.0878,0.0618,Alanine
Gly,0.0575,0.0452,Glycine
Acetone,0.0387,0.0434,Acetone
Citrate,0.0307,0.0427,Citrate
Acetoacetate,0.0297,0.0416,Acetoacetate
Creatinine,0.0420,0.0403,Creatinine
Tyr,0.0287,0.0333,Tyrosine
Albumin,0.0297,0.0309,Albumin
L-LDL-PL%,0.0190,0.0309,Phospholipids to Total-Lipids in Large LDL percentage
LA%,0.0443,0.0301,Linoleic Acid to Total-Fatty Acids percentage
Pyruvate,0.0168,0.0285,Pyruvate
Gln,0.0295,0.0276,Glutamine
Lactate,0.0337,0.0246,Lactate
IDL-FC%,0.0180,0.0224,Free Cholesterol to Total-Lipids in IDL percentage
SFA%,0.0197,0.0208,Saturated Fatty Acids to Total-Fatty Acids percentage
L-LDL-FC%,0.0173,0.0201,Free Cholesterol to Total-Lipids in Large LDL percentage
DHA%,0.0205,0.0190,Docosahexaenoic Acid to Total-Fatty Acids percentage
Acetate,0.0102,0.0187,Acetate
3-Hydroxybutyrate,0.0170,0.0181,3-Hydroxybutyrate
XXL-VLDL-CE%,0.0185,0.0178,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,0.0248,0.0168,Free Cholesterol to Total-Lipids in Small HDL percentage
Leu,0.0203,0.0155,Leucine
Phe,0.0117,0.0155,Phenylalanine
His,0.0157,0.0139,Histidine
GlycA,0.0193,0.0138,Glycoprotein Acetyls
XL-VLDL-CE,0.0068,0.0137,Cholesteryl Esters in Very Large VLDL
LDL-size,0.0092,0.0137,Average Diameter for LDL Particles
MUFA%,0.0127,0.0137,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-FC%,0.0185,0.0132,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-PL%,0.0195,0.0122,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-CE,0.0045,0.0119,Cholesteryl Esters in Large VLDL
S-LDL-C%,0.0093,0.0111,Cholesterol to Total-Lipids in Small LDL percentage
XL-VLDL-FC%,0.0092,0.0107,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
Omega-3,0.0108,0.0103,Omega-3 Fatty Acids
Omega-6%,0.0105,0.0098,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Sc-ala,0.0087,0.0097,Spectrometer-corrected alanine
Glu,0.0070,0.0097,Glucose
IDL-TG%,0.0157,0.0095,Triglycerides to Total-Lipids in IDL percentage
M-LDL-CE%,0.0073,0.0094,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-VLDL-TG%,0.0065,0.0094,Triglycerides to Total-Lipids in Large VLDL percentage
Val,0.0120,0.0088,Valine
Total-BCAA,0.0102,0.0086,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Ile,0.0075,0.0075,Isoleucine
Unsaturation,0.0083,0.0073,Degree of Unsaturation
Omega-3%,0.0112,0.0072,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC%,0.0087,0.0070,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Glu-lactate,0.0073,0.0069,Glucose-lactate
XS-VLDL-L,0.0093,0.0069,Total-Lipids in Very Small VLDL
XL-VLDL-PL%,0.0037,0.0064,Phospholipids to Total-Lipids in Very Large VLDL percentage
VLDL-size,0.0040,0.0058,Average Diameter for VLDL Particles
IDL-PL%,0.0043,0.0057,Phospholipids to Total-Lipids in IDL percentage
HDL-CE,0.0068,0.0048,Cholesteryl Esters in HDL
M-HDL-CE%,0.0023,0.0043,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,0.0033,0.0041,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-LDL-C%,0.0013,0.0041,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG,0.0037,0.0040,Triglycerides in Medium LDL
M-HDL-PL%,0.0015,0.0036,Phospholipids to Total-Lipids in Medium HDL percentage
MUFA,0.0030,0.0035,Monounsaturated Fatty Acids
L-LDL-CE%,0.0022,0.0033,Cholesteryl Esters to Total-Lipids in Large LDL percentage
DHA,0.0057,0.0033,Docosahexaenoic Acid
IDL-CE%,0.0047,0.0032,Cholesteryl Esters to Total-Lipids in IDL percentage
XS-VLDL-PL%,0.0017,0.0030,Phospholipids to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG,0.0020,0.0030,Triglycerides in Medium VLDL
S-HDL-PL%,0.0038,0.0027,Phospholipids to Total-Lipids in Small HDL percentage
XL-HDL-TG,0.0037,0.0027,Triglycerides in Very Large HDL
PUFA/MUFA,0.0018,0.0026,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
M-LDL-PL%,0.0015,0.0024,Phospholipids to Total-Lipids in Medium LDL percentage
PUFA%,0.0020,0.0016,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
S-LDL-FC,0.0017,0.0016,Free Cholesterol in Small LDL
XL-HDL-CE%,0.0013,0.0015,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
HDL-TG,0.0017,0.0010,Triglycerides in HDL
Omega-6/Omega-3,0.0005,0.0007,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-LDL-CE%,0.0002,9.7345e-05,Cholesteryl Esters to Total-Lipids in Small LDL percentage
