Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
IDL-CE%,0.0730,0.1585,Cholesteryl Esters to Total-Lipids in IDL percentage
Glu,0.1647,0.1535,Glucose
LA,0.0907,0.0951,Linoleic Acid
IDL-CE,0.0295,0.0683,Cholesteryl Esters in IDL
LA%,0.0490,0.0633,Linoleic Acid to Total-Fatty Acids percentage
Creatinine,0.0890,0.0633,Creatinine
L-LDL-TG%,0.0418,0.0600,Triglycerides to Total-Lipids in Large LDL percentage
Albumin,0.0545,0.0406,Albumin
S-HDL-FC%,0.0467,0.0327,Free Cholesterol to Total-Lipids in Small HDL percentage
Leu,0.0463,0.0310,Leucine
L-HDL-FC%,0.0402,0.0307,Free Cholesterol to Total-Lipids in Large HDL percentage
3-Hydroxybutyrate,0.0432,0.0298,3-Hydroxybutyrate
S-LDL-CE%,0.0323,0.0290,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Citrate,0.0332,0.0211,Citrate
Gln,0.0270,0.0187,Glutamine
Total-BCAA,0.0167,0.0115,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Glu-lactate,0.0182,0.0111,Glucose-lactate
M-VLDL-C,0.0078,0.0109,Cholesterol in Medium VLDL
Val,0.0185,0.0096,Valine
L-VLDL-FC%,0.0152,0.0087,Free Cholesterol to Total-Lipids in Large VLDL percentage
S-LDL-PL%,0.0105,0.0082,Phospholipids to Total-Lipids in Small LDL percentage
M-VLDL-FC,0.0047,0.0076,Free Cholesterol in Medium VLDL
Acetoacetate,0.0095,0.0064,Acetoacetate
S-LDL-C%,0.0043,0.0055,Cholesterol to Total-Lipids in Small LDL percentage
IDL-TG%,0.0052,0.0053,Triglycerides to Total-Lipids in IDL percentage
Tyr,0.0077,0.0046,Tyrosine
PUFA,0.0022,0.0036,Polyunsaturated Fatty Acids
GlycA,0.0060,0.0030,Glycoprotein Acetyls
Omega-6/Omega-3,0.0033,0.0020,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-LDL-CE%,0.0017,0.0015,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-LDL-C%,0.0010,0.0011,Cholesterol to Total-Lipids in Large LDL percentage
His,0.0022,0.0010,Histidine
XXL-VLDL-PL%,0.0012,0.0009,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
IDL-C,0.0012,0.0008,Cholesterol in IDL
Omega-6,0.0008,0.0005,Omega-6 Fatty Acids
Ile,0.0005,0.0003,Isoleucine
LDL-size,0.0003,0.0002,Average Diameter for LDL Particles
Phe,0.0002,8.6393e-05,Phenylalanine
SFA%,0.0002,8.1081e-05,Saturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-TG,0.0002,6.4782e-05,Triglycerides in Large HDL
