Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
Gly,0.0412,0.0560,Glycine
Creatinine,0.0603,0.0491,Creatinine
His,0.0277,0.0454,Histidine
Omega-3,0.0528,0.0350,Omega-3 Fatty Acids
Glu-lactate,0.0122,0.0338,Glucose-lactate
Pyruvate,0.0238,0.0331,Pyruvate
Phe,0.0377,0.0323,Phenylalanine
SFA%,0.0302,0.0307,Saturated Fatty Acids to Total-Fatty Acids percentage
Acetone,0.0548,0.0296,Acetone
Albumin,0.0183,0.0275,Albumin
Tyr,0.0385,0.0274,Tyrosine
XXL-VLDL-FC%,0.0382,0.0272,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetate,0.0233,0.0260,Acetate
3-Hydroxybutyrate,0.0327,0.0249,3-Hydroxybutyrate
Citrate,0.0200,0.0245,Citrate
L-HDL-PL%,0.0137,0.0232,Phospholipids to Total-Lipids in Large HDL percentage
IDL-FC%,0.0237,0.0232,Free Cholesterol to Total-Lipids in IDL percentage
Acetoacetate,0.0187,0.0227,Acetoacetate
Sc-ala,0.0205,0.0218,Spectrometer-corrected alanine
LDL-size,0.0155,0.0216,Average Diameter for LDL Particles
Gln,0.0180,0.0201,Glutamine
L-LDL-CE%,0.0237,0.0193,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Ile,0.0340,0.0177,Isoleucine
XXL-VLDL-PL%,0.0110,0.0161,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-LDL-CE%,0.0195,0.0160,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Ala,0.0112,0.0160,Alanine
Leu,0.0103,0.0153,Leucine
XS-VLDL-PL%,0.0258,0.0149,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE%,0.0155,0.0131,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Unsaturation,0.0140,0.0130,Degree of Unsaturation
S-LDL-PL%,0.0043,0.0126,Phospholipids to Total-Lipids in Small LDL percentage
XXL-VLDL-TG%,0.0132,0.0124,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Glu,0.0093,0.0102,Glucose
GlycA,0.0128,0.0101,Glycoprotein Acetyls
L-VLDL-CE%,0.0092,0.0098,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
Omega-6/Omega-3,0.0167,0.0098,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LA%,0.0125,0.0094,Linoleic Acid to Total-Fatty Acids percentage
IDL-PL%,0.0117,0.0092,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-C%,0.0090,0.0085,Cholesterol to Total-Lipids in Large VLDL percentage
Lactate,0.0048,0.0073,Lactate
L-HDL-FC%,0.0035,0.0072,Free Cholesterol to Total-Lipids in Large HDL percentage
IDL-TG,0.0057,0.0071,Triglycerides in IDL
L-VLDL-TG%,0.0037,0.0064,Triglycerides to Total-Lipids in Large VLDL percentage
M-VLDL-FC%,0.0023,0.0062,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-LDL-PL%,0.0058,0.0055,Phospholipids to Total-Lipids in Medium LDL percentage
L-VLDL-FC%,0.0068,0.0054,Free Cholesterol to Total-Lipids in Large VLDL percentage
XL-HDL-C,0.0053,0.0054,Cholesterol in Very Large HDL
XXL-VLDL-C%,0.0052,0.0052,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-HDL-TG%,0.0035,0.0049,Triglycerides to Total-Lipids in Very Large HDL percentage
Val,0.0040,0.0049,Valine
L-LDL-PL%,0.0045,0.0044,Phospholipids to Total-Lipids in Large LDL percentage
DHA%,0.0052,0.0042,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-LDL-TG%,0.0057,0.0042,Triglycerides to Total-Lipids in Medium LDL percentage
XL-VLDL-TG%,0.0043,0.0042,Triglycerides to Total-Lipids in Very Large VLDL percentage
DHA,0.0047,0.0041,Docosahexaenoic Acid
S-HDL-PL,0.0032,0.0038,Phospholipids in Small HDL
IDL-CE%,0.0015,0.0033,Cholesteryl Esters to Total-Lipids in IDL percentage
S-HDL-P,0.0067,0.0033,Concentration of Small HDL Particles
S-HDL-TG%,0.0030,0.0031,Triglycerides to Total-Lipids in Small HDL percentage
M-HDL-FC%,0.0020,0.0031,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-VLDL-PL%,0.0020,0.0030,Phospholipids to Total-Lipids in Large VLDL percentage
M-LDL-C%,0.0030,0.0029,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-3%,0.0040,0.0028,Omega-3 Fatty Acids to Total-Fatty Acids percentage
S-VLDL-TG%,0.0007,0.0028,Triglycerides to Total-Lipids in Small VLDL percentage
XL-VLDL-PL%,0.0012,0.0026,Phospholipids to Total-Lipids in Very Large VLDL percentage
M-LDL-CE%,0.0027,0.0023,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
PUFA/MUFA,0.0007,0.0023,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XXL-VLDL-CE,0.0032,0.0020,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
VLDL-size,0.0007,0.0015,Average Diameter for VLDL Particles
XS-VLDL-FC%,0.0015,0.0015,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
XS-VLDL-CE%,0.0007,0.0014,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
IDL-C%,0.0022,0.0012,Cholesterol to Total-Lipids in IDL percentage
XL-VLDL-FC%,0.0003,0.0011,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-P,0.0005,0.0010,Concentration of Small LDL Particles
L-LDL-C%,0.0002,0.0002,Cholesterol to Total-Lipids in Large LDL percentage
