Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
GlycA,0.2727,0.3727,Glycoprotein Acetyls
Albumin,0.3065,0.3300,Albumin
L-HDL-PL%,0.0947,0.1090,Phospholipids to Total-Lipids in Large HDL percentage
M-HDL-CE,0.0753,0.0482,Cholesteryl Esters in Medium HDL
M-HDL-C,0.0275,0.0169,Cholesterol in Medium HDL
Creatinine,0.0238,0.0161,Creatinine
ApoB/ApoA1,0.0205,0.0147,Apolipoprotein B to Apolipoprotein A1 ratio
M-HDL-PL,0.0260,0.0146,Phospholipids in Medium HDL
Citrate,0.0257,0.0119,Citrate
Leu,0.0133,0.0070,Leucine
M-HDL-L,0.0113,0.0066,Total-Lipids in Medium HDL
S-HDL-C,0.0112,0.0056,Cholesterol in Small HDL
S-VLDL-P,0.0067,0.0047,Concentration of Small VLDL Particles
Tyr,0.0107,0.0047,Tyrosine
LA%,0.0132,0.0045,Linoleic Acid to Total-Fatty Acids percentage
S-HDL-CE,0.0070,0.0044,Cholesteryl Esters in Small HDL
S-HDL-L,0.0078,0.0042,Total-Lipids in Small HDL
HDL-P,0.0068,0.0039,Concentration of HDL Particles
Gln,0.0075,0.0038,Glutamine
S-HDL-PL,0.0052,0.0036,Phospholipids in Small HDL
Lactate,0.0052,0.0024,Lactate
L-VLDL-CE,0.0033,0.0021,Cholesteryl Esters in Large VLDL
Val,0.0025,0.0016,Valine
IDL-PL%,0.0023,0.0013,Phospholipids to Total-Lipids in IDL percentage
Total-BCAA,0.0025,0.0011,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
S-LDL-CE%,0.0018,0.0009,Cholesteryl Esters to Total-Lipids in Small LDL percentage
XXL-VLDL-PL%,0.0020,0.0006,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XXL-VLDL-CE%,0.0010,0.0004,Cholesteryl Esters to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-VLDL-TG%,0.0008,0.0004,Triglycerides to Total-Lipids in Large VLDL percentage
Acetate,0.0007,0.0003,Acetate
XL-HDL-PL%,0.0010,0.0003,Phospholipids to Total-Lipids in Very Large HDL percentage
LDL-size,0.0007,0.0003,Average Diameter for LDL Particles
S-HDL-P,0.0007,0.0003,Concentration of Small HDL Particles
Ala,0.0005,0.0002,Alanine
L-LDL-CE%,0.0005,0.0002,Cholesteryl Esters to Total-Lipids in Large LDL percentage
Pyruvate,0.0005,0.0002,Pyruvate
XL-HDL-TG,0.0003,0.0001,Triglycerides in Very Large HDL
His,0.0002,6.7166e-05,Histidine
Omega-3%,0.0002,6.5183e-05,Omega-3 Fatty Acids to Total-Fatty Acids percentage
