Abbreviations,TotalCover_cv,TotalGain_cv,Metabolite
L-LDL-TG%,0.1067,0.3453,Triglycerides to Total-Lipids in Large LDL percentage
GlycA,0.2190,0.1318,Glycoprotein Acetyls
Albumin,0.2023,0.1119,Albumin
LA%,0.0648,0.1026,Linoleic Acid to Total-Fatty Acids percentage
LA,0.0618,0.0711,Linoleic Acid
L-LDL-C%,0.0338,0.0705,Cholesterol to Total-Lipids in Large LDL percentage
Glu,0.0842,0.0520,Glucose
S-LDL-CE%,0.0460,0.0265,Cholesteryl Esters to Total-Lipids in Small LDL percentage
Glu-lactate,0.0302,0.0172,Glucose-lactate
IDL-CE%,0.0207,0.0156,Cholesteryl Esters to Total-Lipids in IDL percentage
Creatinine,0.0262,0.0126,Creatinine
S-LDL-PL%,0.0145,0.0070,Phospholipids to Total-Lipids in Small LDL percentage
His,0.0192,0.0061,Histidine
Citrate,0.0137,0.0054,Citrate
3-Hydroxybutyrate,0.0132,0.0054,3-Hydroxybutyrate
M-VLDL-CE,0.0070,0.0040,Cholesteryl Esters in Medium VLDL
Tyr,0.0090,0.0035,Tyrosine
PUFA,0.0028,0.0016,Polyunsaturated Fatty Acids
S-LDL-C%,0.0022,0.0016,Cholesterol to Total-Lipids in Small LDL percentage
Acetoacetate,0.0042,0.0015,Acetoacetate
Val,0.0038,0.0014,Valine
Omega-6%,0.0030,0.0012,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-LDL-CE%,0.0028,0.0008,Cholesteryl Esters to Total-Lipids in Large LDL percentage
VLDL-size,0.0015,0.0006,Average Diameter for VLDL Particles
M-VLDL-L,0.0017,0.0005,Total-Lipids in Medium VLDL
XS-VLDL-PL%,0.0010,0.0004,Phospholipids to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-CE,0.0007,0.0003,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
PUFA%,0.0005,0.0003,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Leu,0.0007,0.0002,Leucine
XXL-VLDL-C,0.0003,0.0002,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,0.0003,0.0001,Triglycerides in Chylomicrons and Extremely Large VLDL
Phe,0.0005,0.0001,Phenylalanine
L-VLDL-FC%,0.0003,0.0001,Free Cholesterol to Total-Lipids in Large VLDL percentage
XS-VLDL-FC%,0.0003,7.7240e-05,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
Gly,0.0003,7.2827e-05,Glycine
Total-BCAA,0.0002,6.4495e-05,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
VLDL-CE,0.0002,6.1705e-05,Cholesteryl Esters in VLDL
Acetate,0.0002,5.2741e-05,Acetate
Pyruvate,0.0002,5.0009e-05,Pyruvate
Gln,0.0002,3.2456e-05,Glutamine
