Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-TG%,"0.006 [0.005,0.006]",0.000e+00,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,"0.005 [0.005,0.005]",2.156e-278,***,Phospholipids to Total-Lipids in Large HDL percentage
XL-VLDL-TG,"0.005 [0.005,0.005]",0.000e+00,***,Triglycerides in Very Large VLDL
TG/PG,"0.005 [0.005,0.005]",6.622e-286,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"0.005 [0.005,0.005]",6.839e-304,***,Average Diameter for VLDL Particles
S-HDL-TG,"0.005 [0.005,0.005]",0.000e+00,***,Triglycerides in Small HDL
XL-VLDL-P,"0.005 [0.004,0.005]",8.320e-296,***,Concentration of Very Large VLDL Particles
VLDL-TG,"0.005 [0.004,0.005]",8.463e-298,***,Triglycerides in VLDL
Total-TG,"0.005 [0.004,0.005]",5.038e-297,***,Total-Triglycerides
XL-VLDL-L,"0.005 [0.004,0.005]",3.410e-290,***,Total-Lipids in Very Large VLDL
L-VLDL-TG,"0.005 [0.004,0.005]",7.251e-292,***,Triglycerides in Large VLDL
S-LDL-TG,"0.005 [0.004,0.005]",3.237e-271,***,Triglycerides in Small LDL
L-HDL-TG%,"0.004 [0.004,0.005]",6.442e-243,***,Triglycerides to Total-Lipids in Large HDL percentage
L-VLDL-P,"0.004 [0.004,0.005]",4.764e-277,***,Concentration of Large VLDL Particles
XXL-VLDL-P,"0.004 [0.004,0.005]",2.205e-252,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
MUFA%,"0.004 [0.004,0.005]",1.303e-236,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-VLDL-PL,"0.004 [0.004,0.005]",9.774e-275,***,Phospholipids in Large VLDL
M-LDL-TG,"0.004 [0.004,0.005]",9.627e-261,***,Triglycerides in Medium LDL
M-VLDL-TG,"0.004 [0.004,0.005]",1.649e-276,***,Triglycerides in Medium VLDL
L-VLDL-L,"0.004 [0.004,0.005]",1.809e-271,***,Total-Lipids in Large VLDL
XXL-VLDL-PL,"0.004 [0.004,0.005]",2.812e-246,***,Phospholipids in Chylomicrons and Extremely Large VLDL
S-VLDL-TG,"0.004 [0.004,0.005]",5.273e-278,***,Triglycerides in Small VLDL
XL-VLDL-PL,"0.004 [0.004,0.005]",1.428e-258,***,Phospholipids in Very Large VLDL
XXL-VLDL-L,"0.004 [0.004,0.005]",6.484e-239,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,"0.004 [0.004,0.005]",9.956e-231,***,Triglycerides in Chylomicrons and Extremely Large VLDL
L-VLDL-FC,"0.004 [0.004,0.004]",7.379e-261,***,Free Cholesterol in Large VLDL
MUFA,"0.004 [0.004,0.004]",1.386e-236,***,Monounsaturated Fatty Acids
XS-VLDL-TG%,"0.004 [0.004,0.004]",1.475e-236,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-FC,"0.004 [0.004,0.004]",4.213e-233,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-C,"0.004 [0.004,0.004]",3.007e-234,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-CE,"0.004 [0.004,0.004]",6.046e-228,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-FC,"0.004 [0.004,0.004]",2.591e-236,***,Free Cholesterol in Very Large VLDL
LDL-TG,"0.004 [0.004,0.004]",3.798e-224,***,Triglycerides in LDL
VLDL-L,"0.004 [0.004,0.004]",1.352e-210,***,Total-Lipids in VLDL
M-VLDL-TG%,"0.004 [0.004,0.004]",1.886e-208,***,Triglycerides to Total-Lipids in Medium VLDL percentage
SFA,"0.004 [0.003,0.004]",5.607e-188,***,Saturated Fatty Acids
S-HDL-TG%,"0.004 [0.003,0.004]",1.548e-201,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-C,"0.004 [0.003,0.004]",2.441e-200,***,Cholesterol in Very Large VLDL
XL-HDL-FC%,"0.004 [0.003,0.004]",1.504e-134,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
L-LDL-TG,"0.004 [0.003,0.004]",3.743e-191,***,Triglycerides in Large LDL
L-VLDL-C,"0.004 [0.003,0.004]",1.721e-198,***,Cholesterol in Large VLDL
XS-VLDL-TG,"0.004 [0.003,0.004]",6.040e-193,***,Triglycerides in Very Small VLDL
M-HDL-TG%,"0.003 [0.003,0.004]",2.137e-172,***,Triglycerides to Total-Lipids in Medium HDL percentage
Total-FA,"0.003 [0.003,0.004]",5.380e-162,***,Total-Fatty Acids
S-LDL-TG%,"0.003 [0.003,0.004]",5.281e-161,***,Triglycerides to Total-Lipids in Small LDL percentage
S-HDL-L,"0.003 [0.003,0.004]",1.292e-178,***,Total-Lipids in Small HDL
IDL-TG%,"0.003 [0.003,0.004]",5.784e-148,***,Triglycerides to Total-Lipids in IDL percentage
S-VLDL-P,"0.003 [0.003,0.004]",1.256e-171,***,Concentration of Small VLDL Particles
M-HDL-PL%,"0.003 [0.003,0.004]",3.006e-129,***,Phospholipids to Total-Lipids in Medium HDL percentage
VLDL-PL,"0.003 [0.003,0.004]",8.097e-166,***,Phospholipids in VLDL
HDL-TG,"0.003 [0.003,0.004]",3.307e-170,***,Triglycerides in HDL
S-VLDL-L,"0.003 [0.003,0.003]",1.187e-164,***,Total-Lipids in Small VLDL
M-HDL-TG,"0.003 [0.003,0.003]",9.717e-168,***,Triglycerides in Medium HDL
GlycA,"0.003 [0.003,0.003]",3.796e-136,***,Glycoprotein Acetyls
XL-VLDL-CE,"0.003 [0.003,0.003]",1.123e-158,***,Cholesteryl Esters in Very Large VLDL
S-HDL-PL,"0.003 [0.003,0.003]",4.097e-161,***,Phospholipids in Small HDL
IDL-TG,"0.003 [0.003,0.003]",2.720e-147,***,Triglycerides in IDL
M-VLDL-L,"0.003 [0.003,0.003]",6.062e-138,***,Total-Lipids in Medium VLDL
S-HDL-P,"0.003 [0.003,0.003]",7.751e-141,***,Concentration of Small HDL Particles
L-VLDL-CE,"0.003 [0.003,0.003]",2.387e-136,***,Cholesteryl Esters in Large VLDL
VLDL-FC,"0.003 [0.003,0.003]",2.907e-131,***,Free Cholesterol in VLDL
XL-VLDL-TG%,"0.003 [0.003,0.003]",7.080e-144,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-HDL-FC,"0.003 [0.003,0.003]",2.360e-123,***,Free Cholesterol in Small HDL
L-LDL-TG%,"0.003 [0.003,0.003]",1.049e-104,***,Triglycerides to Total-Lipids in Large LDL percentage
S-VLDL-TG%,"0.003 [0.003,0.003]",4.500e-122,***,Triglycerides to Total-Lipids in Small VLDL percentage
VLDL-P,"0.003 [0.003,0.003]",2.492e-121,***,Concentration of VLDL Particles
