Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-CE,"4.838 [4.119,5.556]",2.379e-34,***,Cholesteryl Esters in HDL
HDL-C,"4.820 [4.098,5.541]",9.455e-34,***,HDL Cholesterol
HDL-L,"4.636 [3.913,5.359]",7.742e-31,***,Total-Lipids in HDL
ApoA1,"4.476 [3.773,5.179]",2.356e-30,***,Apolipoprotein A1
M-HDL-C,"4.468 [3.771,5.166]",9.315e-31,***,Cholesterol in Medium HDL
M-HDL-CE,"4.439 [3.745,5.133]",1.227e-30,***,Cholesteryl Esters in Medium HDL
M-HDL-FC%,"4.402 [3.608,5.195]",3.915e-22,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
HDL-PL,"4.383 [3.671,5.095]",3.990e-28,***,Phospholipids in HDL
HDL-FC,"4.316 [3.617,5.014]",2.510e-28,***,Free Cholesterol in HDL
L-HDL-L,"4.278 [3.557,4.999]",6.621e-26,***,Total-Lipids in Large HDL
M-HDL-FC,"4.275 [3.587,4.963]",8.837e-29,***,Free Cholesterol in Medium HDL
M-HDL-P,"4.236 [3.556,4.916]",7.372e-29,***,Concentration of Medium HDL Particles
M-HDL-L,"4.182 [3.483,4.881]",2.323e-26,***,Total-Lipids in Medium HDL
L-HDL-PL,"4.154 [3.449,4.858]",1.672e-25,***,Phospholipids in Large HDL
L-HDL-CE,"4.120 [3.418,4.822]",2.977e-25,***,Cholesteryl Esters in Large HDL
L-HDL-C,"4.115 [3.410,4.821]",7.132e-25,***,Cholesterol in Large HDL
L-HDL-P,"4.010 [3.328,4.692]",2.517e-25,***,Concentration of Large HDL Particles
HDL-P,"3.994 [3.317,4.671]",1.508e-25,***,Concentration of HDL Particles
M-HDL-PL,"3.846 [3.158,4.534]",1.537e-22,***,Phospholipids in Medium HDL
Total-P,"3.819 [3.138,4.500]",9.783e-23,***,Total-Concentration of Lipoprotein Particles
L-HDL-FC,"3.798 [3.114,4.483]",3.552e-22,***,Free Cholesterol in Large HDL
XS-VLDL-CE%,"3.509 [2.731,4.287]",2.241e-13,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
HDL-size,"3.452 [2.740,4.164]",4.716e-16,***,Average Diameter for HDL Particles
LA%,"3.397 [2.653,4.141]",8.592e-14,***,Linoleic Acid to Total-Fatty Acids percentage
IDL-CE%,"3.355 [2.647,4.064]",3.953e-15,***,Cholesteryl Esters to Total-Lipids in IDL percentage
PC,"3.319 [2.612,4.027]",8.492e-15,***,Phosphatidylcholines
M-HDL-C%,"3.282 [2.539,4.026]",1.167e-12,***,Cholesterol to Total-Lipids in Medium HDL percentage
L-LDL-C%,"3.228 [2.482,3.974]",5.046e-12,***,Cholesterol to Total-Lipids in Large LDL percentage
Cholines,"3.179 [2.469,3.890]",4.174e-13,***,Total-Cholines
XS-VLDL-C%,"3.114 [2.343,3.886]",5.855e-10,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
IDL-C%,"3.034 [2.305,3.763]",7.895e-11,***,Cholesterol to Total-Lipids in IDL percentage
Phosphoglyc,"2.994 [2.286,3.701]",2.574e-11,***,Phosphoglycerides
XL-HDL-CE,"2.980 [2.314,3.647]",4.345e-13,***,Cholesteryl Esters in Very Large HDL
L-LDL-FC%,"2.964 [2.223,3.704]",9.726e-10,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-HDL-CE%,"2.917 [2.060,3.775]",5.901e-06,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"2.848 [1.986,3.710]",2.202e-05,***,Cholesterol to Total-Lipids in Large HDL percentage
Omega-6%,"2.815 [2.045,3.586]",1.845e-07,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-C,"2.758 [2.097,3.419]",6.677e-11,***,Cholesterol in Very Large HDL
XL-HDL-P,"2.747 [2.095,3.399]",3.440e-11,***,Concentration of Very Large HDL Particles
XL-HDL-L,"2.746 [2.079,3.412]",1.508e-10,***,Total-Lipids in Very Large HDL
PUFA/MUFA,"2.727 [1.961,3.492]",6.880e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-PL,"2.705 [2.043,3.367]",2.694e-10,***,Phospholipids in Very Large HDL
Total-PL,"2.621 [1.913,3.329]",9.401e-08,***,Total-Phospholipids in Lipoprotein Particles
M-HDL-CE%,"2.600 [1.867,3.333]",8.317e-07,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
Citrate,"2.527 [1.871,3.182]",9.800e-09,***,Citrate
S-HDL-FC,"2.348 [1.682,3.013]",1.069e-06,***,Free Cholesterol in Small HDL
PUFA%,"2.326 [1.544,3.109]",0.001,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Total-CE,"2.317 [1.613,3.022]",2.631e-05,***,Total-Esterified Cholesterol
S-HDL-PL,"2.264 [1.607,2.920]",3.196e-06,***,Phospholipids in Small HDL
LA,"2.260 [1.579,2.942]",1.845e-05,***,Linoleic Acid
S-LDL-C%,"2.222 [1.546,2.897]",2.610e-05,***,Cholesterol to Total-Lipids in Small LDL percentage
S-HDL-C,"2.173 [1.526,2.820]",1.069e-05,***,Cholesterol in Small HDL
Omega-6,"2.163 [1.475,2.851]",1.617e-04,***,Omega-6 Fatty Acids
M-LDL-FC%,"2.138 [1.386,2.890]",0.006,**,Free Cholesterol to Total-Lipids in Medium LDL percentage
Total-C,"2.114 [1.410,2.818]",9.064e-04,***,Total-Cholesterol
S-HDL-L,"2.047 [1.394,2.700]",1.860e-04,***,Total-Lipids in Small HDL
M-LDL-C%,"2.029 [1.348,2.711]",0.001,**,Cholesterol to Total-Lipids in Medium LDL percentage
S-HDL-CE,"2.007 [1.367,2.647]",1.791e-04,***,Cholesteryl Esters in Small HDL
SM,"1.962 [1.263,2.661]",0.009,**,Sphingomyelins
IDL-CE,"1.961 [1.277,2.644]",0.004,**,Cholesteryl Esters in IDL
S-HDL-P,"1.955 [1.310,2.599]",6.271e-04,***,Concentration of Small HDL Particles
Albumin,"1.933 [1.262,2.604]",0.004,**,Albumin
IDL-C,"1.867 [1.179,2.555]",0.024,*,Cholesterol in IDL
S-HDL-PL%,"1.838 [1.163,2.513]",0.021,*,Phospholipids to Total-Lipids in Small HDL percentage
L-HDL-TG,"1.835 [1.191,2.478]",0.005,**,Triglycerides in Large HDL
XL-HDL-FC,"1.810 [1.176,2.444]",0.005,**,Free Cholesterol in Very Large HDL
IDL-PL%,"-1.869 [-2.511,-1.228]",0.003,**,Phospholipids to Total-Lipids in IDL percentage
L-VLDL-FC,"-1.877 [-2.571,-1.183]",0.026,*,Free Cholesterol in Large VLDL
XL-VLDL-FC,"-1.921 [-2.623,-1.219]",0.018,*,Free Cholesterol in Very Large VLDL
L-VLDL-PL,"-1.933 [-2.630,-1.235]",0.013,*,Phospholipids in Large VLDL
XXL-VLDL-L,"-1.964 [-2.697,-1.231]",0.034,*,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL%,"-1.976 [-2.568,-1.383]",1.425e-05,***,Phospholipids to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL,"-1.990 [-2.724,-1.256]",0.025,*,Phospholipids in Chylomicrons and Extremely Large VLDL
XL-VLDL-L,"-1.992 [-2.705,-1.278]",0.010,*,Total-Lipids in Very Large VLDL
XXL-VLDL-TG,"-1.992 [-2.736,-1.248]",0.035,*,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"-1.996 [-2.735,-1.256]",0.029,*,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-PL,"-2.006 [-2.716,-1.296]",0.007,**,Phospholipids in Very Large VLDL
XL-VLDL-P,"-2.015 [-2.732,-1.298]",0.008,**,Concentration of Very Large VLDL Particles
XL-VLDL-TG,"-2.042 [-2.772,-1.313]",0.009,**,Triglycerides in Very Large VLDL
M-HDL-TG%,"-2.197 [-2.883,-1.512]",7.734e-05,***,Triglycerides to Total-Lipids in Medium HDL percentage
XS-VLDL-TG%,"-2.253 [-2.973,-1.532]",2.039e-04,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-TG%,"-2.296 [-3.052,-1.539]",6.118e-04,***,Triglycerides to Total-Lipids in Large HDL percentage
XL-HDL-TG%,"-2.315 [-3.062,-1.569]",2.784e-04,***,Triglycerides to Total-Lipids in Very Large HDL percentage
Val,"-2.361 [-3.042,-1.680]",2.451e-06,***,Valine
ApoB/ApoA1,"-2.479 [-3.155,-1.803]",1.486e-07,***,Apolipoprotein B to Apolipoprotein A1 ratio
L-LDL-TG%,"-2.612 [-3.335,-1.889]",3.318e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
MUFA%,"-2.865 [-3.618,-2.111]",2.165e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
IDL-TG%,"-2.877 [-3.601,-2.152]",1.679e-09,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG%,"-2.952 [-3.638,-2.267]",7.110e-12,***,Triglycerides to Total-Lipids in Small HDL percentage
TG/PG,"-3.468 [-4.229,-2.708]",9.506e-14,***,Triglycerides to Phosphoglycerides ratio
XS-VLDL-PL%,"-3.822 [-4.516,-3.128]",8.963e-22,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-HDL-FC%,"-4.064 [-4.892,-3.237]",1.486e-16,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
M-HDL-PL%,"-4.100 [-4.862,-3.337]",1.349e-20,***,Phospholipids to Total-Lipids in Medium HDL percentage
GlycA,"-4.198 [-4.910,-3.485]",1.932e-25,***,Glycoprotein Acetyls
