Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
HDL-size,"0.075 [0.044,0.107]",0.524,,Average Diameter for HDL Particles
L-HDL-FC,"0.073 [0.043,0.103]",0.484,,Free Cholesterol in Large HDL
L-HDL-P,"0.073 [0.043,0.103]",0.447,,Concentration of Large HDL Particles
XL-HDL-PL,"0.070 [0.041,0.099]",0.619,,Phospholipids in Very Large HDL
XL-HDL-P,"0.070 [0.041,0.099]",0.430,,Concentration of Very Large HDL Particles
Ile,"-0.002 [-0.032,0.027]",1.000,,Isoleucine
Tyr,"-0.006 [-0.034,0.023]",1.000,,Tyrosine
Ala,"-0.014 [-0.044,0.015]",1.000,,Alanine
Gln,"-0.035 [-0.064,-0.006]",1.000,,Glutamine
GlycA,"-0.077 [-0.108,-0.046]",0.263,,Glycoprotein Acetyls
