Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
XL-HDL-PL%,"0.095 [0.090,0.099]",0.000e+00,***,Phospholipids to Total-Lipids in Very Large HDL percentage
HDL-size,"0.082 [0.078,0.086]",0.000e+00,***,Average Diameter for HDL Particles
XL-HDL-PL,"0.075 [0.071,0.079]",0.000e+00,***,Phospholipids in Very Large HDL
XL-HDL-L,"0.071 [0.067,0.075]",3.922e-303,***,Total-Lipids in Very Large HDL
XL-HDL-FC,"0.069 [0.065,0.072]",0.000e+00,***,Free Cholesterol in Very Large HDL
XL-HDL-C,"0.065 [0.061,0.069]",7.277e-258,***,Cholesterol in Very Large HDL
XL-HDL-CE,"0.063 [0.059,0.066]",1.366e-235,***,Cholesteryl Esters in Very Large HDL
XL-HDL-P,"0.062 [0.059,0.066]",3.327e-243,***,Concentration of Very Large HDL Particles
Creatinine,"0.059 [0.054,0.063]",1.453e-132,***,Creatinine
S-LDL-PL%,"0.059 [0.055,0.062]",1.234e-219,***,Phospholipids to Total-Lipids in Small LDL percentage
PUFA/MUFA,"0.057 [0.053,0.061]",2.049e-150,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
L-HDL-C,"0.056 [0.052,0.060]",1.610e-169,***,Cholesterol in Large HDL
L-HDL-CE,"0.056 [0.052,0.060]",2.059e-167,***,Cholesteryl Esters in Large HDL
L-HDL-FC,"0.055 [0.051,0.059]",7.214e-173,***,Free Cholesterol in Large HDL
L-HDL-FC%,"0.055 [0.050,0.060]",8.566e-109,***,Free Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-L,"0.055 [0.051,0.059]",4.432e-152,***,Total-Lipids in Large HDL
L-HDL-P,"0.052 [0.048,0.056]",1.162e-153,***,Concentration of Large HDL Particles
L-HDL-PL,"0.049 [0.045,0.053]",9.323e-130,***,Phospholipids in Large HDL
S-HDL-PL%,"0.047 [0.043,0.050]",2.346e-126,***,Phospholipids to Total-Lipids in Small HDL percentage
Omega-6%,"0.046 [0.042,0.050]",1.502e-95,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
L-HDL-C%,"0.045 [0.041,0.050]",3.812e-75,***,Cholesterol to Total-Lipids in Large HDL percentage
Acetate,"0.044 [0.040,0.047]",1.476e-114,***,Acetate
PUFA%,"0.043 [0.038,0.047]",8.037e-79,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
