Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA%,"0.136 [0.123,0.149]",8.739e-89,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,"0.129 [0.117,0.142]",1.019e-82,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Unsaturation,"0.124 [0.112,0.136]",3.281e-84,***,Degree of Unsaturation
LA%,"0.113 [0.100,0.125]",5.189e-66,***,Linoleic Acid to Total-Fatty Acids percentage
DHA%,"0.106 [0.093,0.118]",1.210e-59,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-6%,"0.090 [0.077,0.103]",4.538e-38,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Omega-3%,"0.088 [0.077,0.100]",3.583e-46,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,"0.085 [0.073,0.096]",1.695e-41,***,Docosahexaenoic Acid
Acetate,"0.067 [0.056,0.078]",4.741e-27,***,Acetate
Omega-3,"0.065 [0.054,0.076]",4.575e-24,***,Omega-3 Fatty Acids
XL-HDL-L,"0.063 [0.052,0.074]",1.316e-22,***,Total-Lipids in Very Large HDL
XL-HDL-PL,"0.062 [0.051,0.073]",2.272e-22,***,Phospholipids in Very Large HDL
XL-HDL-C,"0.062 [0.051,0.073]",1.485e-22,***,Cholesterol in Very Large HDL
XL-HDL-CE,"0.062 [0.051,0.073]",4.993e-22,***,Cholesteryl Esters in Very Large HDL
L-HDL-C%,"0.060 [0.046,0.075]",9.334e-12,***,Cholesterol to Total-Lipids in Large HDL percentage
HDL-size,"0.060 [0.048,0.072]",1.683e-17,***,Average Diameter for HDL Particles
XL-HDL-FC,"0.059 [0.048,0.069]",1.672e-21,***,Free Cholesterol in Very Large HDL
XL-HDL-P,"0.058 [0.047,0.069]",1.090e-19,***,Concentration of Very Large HDL Particles
XL-HDL-PL%,"0.057 [0.043,0.072]",8.083e-10,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-FC%,"0.056 [0.042,0.071]",2.439e-09,***,Free Cholesterol to Total-Lipids in Large HDL percentage
