Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"11.014 [1.156,20.872]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"9.292 [0.718,17.866]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
Total-CE,"4.390 [-4.775,13.555]",1.000,,Total-Esterified Cholesterol
LDL-CE,"3.445 [-5.205,12.094]",1.000,,Cholesteryl Esters in LDL
VLDL-CE,"2.176 [-6.263,10.616]",1.000,,Cholesteryl Esters in VLDL
Omega-6,"-1.157 [-9.936,7.622]",1.000,,Omega-6 Fatty Acids
M-LDL-PL%,"-1.890 [-9.717,5.937]",1.000,,Phospholipids to Total-Lipids in Medium LDL percentage
PUFA,"-3.600 [-12.442,5.242]",1.000,,Polyunsaturated Fatty Acids
SFA,"-5.889 [-15.109,3.331]",1.000,,Saturated Fatty Acids
Omega-3,"-8.641 [-17.112,-0.170]",1.000,,Omega-3 Fatty Acids
