Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-HDL-CE,"0.181 [0.124,0.239]",1.828e-04,***,Cholesteryl Esters in Medium HDL
M-HDL-C,"0.179 [0.121,0.237]",3.329e-04,***,Cholesterol in Medium HDL
HDL-P,"0.176 [0.120,0.232]",1.855e-04,***,Concentration of HDL Particles
M-HDL-L,"0.171 [0.113,0.230]",0.002,**,Total-Lipids in Medium HDL
Total-P,"0.169 [0.113,0.226]",9.174e-04,***,Total-Concentration of Lipoprotein Particles
M-HDL-P,"0.169 [0.112,0.225]",0.001,**,Concentration of Medium HDL Particles
M-HDL-PL,"0.167 [0.110,0.225]",0.003,**,Phospholipids in Medium HDL
HDL-CE,"0.167 [0.107,0.226]",0.008,**,Cholesteryl Esters in HDL
ApoA1,"0.166 [0.108,0.224]",0.006,**,Apolipoprotein A1
M-HDL-FC,"0.164 [0.107,0.221]",0.003,**,Free Cholesterol in Medium HDL
HDL-C,"0.163 [0.103,0.222]",0.020,*,HDL Cholesterol
HDL-L,"0.161 [0.101,0.221]",0.032,*,Total-Lipids in HDL
HDL-PL,"0.159 [0.100,0.218]",0.031,*,Phospholipids in HDL
S-HDL-C,"0.145 [0.091,0.198]",0.024,*,Cholesterol in Small HDL
S-HDL-CE,"0.142 [0.089,0.195]",0.030,*,Cholesteryl Esters in Small HDL
M-LDL-C%,"-0.009 [-0.068,0.049]",1.000,,Cholesterol to Total-Lipids in Medium LDL percentage
M-LDL-TG%,"-0.014 [-0.072,0.044]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,"-0.022 [-0.076,0.032]",1.000,,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
M-HDL-TG%,"-0.094 [-0.150,-0.038]",1.000,,Triglycerides to Total-Lipids in Medium HDL percentage
M-HDL-PL%,"-0.104 [-0.169,-0.040]",1.000,,Phospholipids to Total-Lipids in Medium HDL percentage
