Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Lactate,"0.013 [0.013,0.013]",0.000e+00,***,Lactate
GlycA,"0.013 [0.013,0.013]",0.000e+00,***,Glycoprotein Acetyls
MUFA%,"0.007 [0.006,0.007]",0.000e+00,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
MUFA,"0.006 [0.006,0.006]",1.068e-284,***,Monounsaturated Fatty Acids
Pyruvate,"0.005 [0.005,0.005]",3.714e-236,***,Pyruvate
XXL-VLDL-CE,"0.005 [0.005,0.005]",2.031e-197,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
Total-FA,"0.005 [0.004,0.005]",3.377e-186,***,Total-Fatty Acids
S-LDL-TG,"0.005 [0.004,0.005]",1.280e-169,***,Triglycerides in Small LDL
LDL-TG,"0.005 [0.004,0.005]",1.531e-178,***,Triglycerides in LDL
XXL-VLDL-C,"0.005 [0.004,0.005]",1.228e-170,***,Cholesterol in Chylomicrons and Extremely Large VLDL
M-LDL-TG,"0.004 [0.004,0.005]",1.794e-170,***,Triglycerides in Medium LDL
L-LDL-TG,"0.004 [0.004,0.005]",5.900e-172,***,Triglycerides in Large LDL
S-HDL-TG,"0.004 [0.004,0.005]",1.309e-165,***,Triglycerides in Small HDL
VLDL-L,"0.004 [0.004,0.005]",1.174e-165,***,Total-Lipids in VLDL
Total-TG,"0.004 [0.004,0.005]",6.945e-154,***,Total-Triglycerides
SFA,"0.004 [0.004,0.005]",3.474e-147,***,Saturated Fatty Acids
XL-HDL-TG%,"0.004 [0.004,0.004]",7.918e-132,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-VLDL-L,"0.004 [0.004,0.004]",3.340e-167,***,Total-Lipids in Small VLDL
IDL-TG,"0.004 [0.004,0.004]",1.831e-159,***,Triglycerides in IDL
XL-VLDL-CE,"0.004 [0.004,0.004]",1.821e-161,***,Cholesteryl Esters in Very Large VLDL
VLDL-PL,"0.004 [0.004,0.004]",1.812e-159,***,Phospholipids in VLDL
XL-VLDL-C,"0.004 [0.004,0.004]",8.279e-153,***,Cholesterol in Very Large VLDL
TG/PG,"0.004 [0.004,0.004]",2.929e-121,***,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG,"0.004 [0.004,0.004]",3.628e-149,***,Triglycerides in Small VLDL
XS-VLDL-TG,"0.004 [0.004,0.004]",6.067e-151,***,Triglycerides in Very Small VLDL
VLDL-TG,"0.004 [0.004,0.004]",4.878e-140,***,Triglycerides in VLDL
L-VLDL-FC,"0.004 [0.004,0.004]",1.385e-144,***,Free Cholesterol in Large VLDL
L-VLDL-PL,"0.004 [0.004,0.004]",9.520e-141,***,Phospholipids in Large VLDL
XL-VLDL-L,"0.004 [0.004,0.004]",2.922e-134,***,Total-Lipids in Very Large VLDL
XXL-VLDL-FC,"0.004 [0.004,0.004]",5.650e-130,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
