Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Creatinine,"1018.808 [982.796,1054.819]",0.000e+00,***,Creatinine
MUFA%,"477.443 [444.620,510.267]",9.297e-173,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Ile,"473.074 [443.849,502.300]",1.566e-214,***,Isoleucine
Phe,"461.774 [433.448,490.100]",1.259e-217,***,Phenylalanine
Leu,"352.346 [322.333,382.358]",1.611e-111,***,Leucine
M-HDL-PL%,"303.266 [270.138,336.393]",1.589e-66,***,Phospholipids to Total-Lipids in Medium HDL percentage
Total-BCAA,"295.376 [265.658,325.094]",5.084e-79,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
TG/PG,"287.527 [254.473,320.580]",9.771e-60,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-FC%,"286.584 [250.611,322.556]",1.513e-49,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
S-HDL-TG%,"282.374 [252.396,312.351]",1.248e-70,***,Triglycerides to Total-Lipids in Small HDL percentage
L-HDL-TG%,"277.103 [244.218,309.987]",7.644e-56,***,Triglycerides to Total-Lipids in Large HDL percentage
M-LDL-PL%,"276.601 [248.659,304.543]",2.345e-78,***,Phospholipids to Total-Lipids in Medium LDL percentage
XL-HDL-TG%,"256.958 [224.530,289.385]",5.585e-49,***,Triglycerides to Total-Lipids in Very Large HDL percentage
M-HDL-TG%,"243.903 [213.856,273.950]",1.433e-51,***,Triglycerides to Total-Lipids in Medium HDL percentage
Glu-lactate,"229.133 [199.337,258.930]",6.336e-46,***,Glucose-lactate
XS-VLDL-TG%,"225.889 [194.598,257.180]",4.747e-40,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XXL-VLDL-TG,"220.457 [188.243,252.670]",1.240e-35,***,Triglycerides in Chylomicrons and Extremely Large VLDL
Glu,"218.376 [188.501,248.251]",3.741e-41,***,Glucose
S-LDL-TG%,"215.774 [185.270,246.279]",2.604e-38,***,Triglycerides to Total-Lipids in Small LDL percentage
