Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
PUFA%,"0.095 [0.087,0.103]",2.254e-124,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"0.084 [0.077,0.092]",1.464e-111,***,Degree of Unsaturation
DHA%,"0.077 [0.070,0.085]",7.989e-93,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
S-LDL-PL%,"0.075 [0.069,0.082]",1.346e-110,***,Phospholipids to Total-Lipids in Small LDL percentage
XS-VLDL-PL%,"0.074 [0.067,0.081]",4.242e-93,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
IDL-PL%,"0.070 [0.064,0.077]",1.507e-98,***,Phospholipids to Total-Lipids in IDL percentage
Omega-3%,"0.069 [0.062,0.075]",2.368e-81,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
XL-HDL-PL%,"0.064 [0.055,0.072]",9.618e-44,***,Phospholipids to Total-Lipids in Very Large HDL percentage
PUFA/MUFA,"0.062 [0.054,0.069]",5.561e-52,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-6%,"0.060 [0.053,0.068]",5.044e-49,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Gln,"0.056 [0.049,0.063]",2.054e-54,***,Glutamine
Gly,"0.054 [0.048,0.059]",1.731e-64,***,Glycine
Lactate,"0.053 [0.047,0.060]",2.370e-53,***,Lactate
L-HDL-CE%,"0.052 [0.043,0.060]",1.563e-28,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
L-HDL-C%,"0.050 [0.042,0.059]",1.191e-26,***,Cholesterol to Total-Lipids in Large HDL percentage
M-LDL-PL%,"0.050 [0.044,0.056]",2.728e-48,***,Phospholipids to Total-Lipids in Medium LDL percentage
LDL-size,"0.040 [0.033,0.048]",4.722e-24,***,Average Diameter for LDL Particles
Citrate,"0.040 [0.033,0.046]",6.989e-27,***,Citrate
XXL-VLDL-FC%,"0.035 [0.028,0.041]",1.489e-20,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-TG%,"0.032 [0.026,0.039]",2.118e-15,***,Triglycerides to Total-Lipids in Medium LDL percentage
HDL-size,"0.032 [0.025,0.039]",1.661e-13,***,Average Diameter for HDL Particles
M-LDL-FC%,"0.032 [0.024,0.039]",9.042e-12,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
XL-VLDL-FC%,"0.030 [0.024,0.037]",6.106e-15,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
XL-HDL-PL,"0.028 [0.021,0.035]",4.848e-11,***,Phospholipids in Very Large HDL
IDL-TG%,"0.026 [0.019,0.033]",1.819e-07,***,Triglycerides to Total-Lipids in IDL percentage
L-LDL-TG%,"0.026 [0.018,0.033]",4.120e-07,***,Triglycerides to Total-Lipids in Large LDL percentage
XL-VLDL-C%,"0.025 [0.019,0.032]",2.207e-08,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-HDL-CE%,"0.025 [0.017,0.032]",4.961e-06,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
XL-HDL-L,"0.024 [0.017,0.030]",8.244e-07,***,Total-Lipids in Very Large HDL
XL-HDL-FC,"0.023 [0.017,0.029]",2.665e-07,***,Free Cholesterol in Very Large HDL
DHA,"0.023 [0.016,0.029]",2.659e-05,***,Docosahexaenoic Acid
XL-VLDL-CE%,"0.022 [0.015,0.029]",2.248e-05,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-HDL-C,"0.020 [0.013,0.027]",7.326e-04,***,Cholesterol in Very Large HDL
Omega-3,"0.019 [0.013,0.026]",0.003,**,Omega-3 Fatty Acids
XL-HDL-CE,"0.019 [0.012,0.025]",0.012,*,Cholesteryl Esters in Very Large HDL
S-VLDL-TG%,"0.019 [0.012,0.025]",0.008,**,Triglycerides to Total-Lipids in Small VLDL percentage
L-VLDL-CE%,"0.018 [0.011,0.025]",0.036,*,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
XXL-VLDL-PL%,"0.016 [0.010,0.022]",0.014,*,Phospholipids to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
XL-VLDL-TG%,"-0.019 [-0.025,-0.013]",3.900e-04,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-LDL-C%,"-0.020 [-0.027,-0.013]",0.021,*,Cholesterol to Total-Lipids in Large LDL percentage
Glu-lactate,"-0.020 [-0.027,-0.013]",0.001,**,Glucose-lactate
S-VLDL-C%,"-0.021 [-0.027,-0.014]",7.999e-04,***,Cholesterol to Total-Lipids in Small VLDL percentage
M-VLDL-PL%,"-0.022 [-0.029,-0.015]",1.754e-04,***,Phospholipids to Total-Lipids in Medium VLDL percentage
S-VLDL-FC%,"-0.023 [-0.030,-0.015]",7.769e-05,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
L-VLDL-PL%,"-0.023 [-0.029,-0.017]",1.907e-08,***,Phospholipids to Total-Lipids in Large VLDL percentage
Albumin,"-0.023 [-0.030,-0.016]",4.644e-06,***,Albumin
Pyruvate,"-0.023 [-0.029,-0.016]",1.251e-06,***,Pyruvate
XL-HDL-FC%,"-0.025 [-0.033,-0.017]",5.573e-04,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
ApoB/ApoA1,"-0.025 [-0.032,-0.019]",2.953e-08,***,Apolipoprotein B to Apolipoprotein A1 ratio
XS-VLDL-CE%,"-0.026 [-0.034,-0.018]",6.458e-06,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
M-HDL-TG%,"-0.026 [-0.033,-0.019]",1.422e-08,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-HDL-CE%,"-0.027 [-0.035,-0.020]",2.231e-07,***,Cholesteryl Esters to Total-Lipids in Very Large HDL percentage
XS-VLDL-C%,"-0.028 [-0.035,-0.020]",1.563e-07,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
MUFA%,"-0.028 [-0.036,-0.021]",2.919e-08,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XS-VLDL-FC%,"-0.030 [-0.037,-0.023]",1.161e-10,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
L-HDL-TG,"-0.032 [-0.039,-0.026]",1.446e-17,***,Triglycerides in Large HDL
XL-HDL-TG,"-0.032 [-0.039,-0.026]",2.202e-16,***,Triglycerides in Very Large HDL
TG/PG,"-0.033 [-0.041,-0.026]",1.470e-12,***,Triglycerides to Phosphoglycerides ratio
XL-HDL-C%,"-0.037 [-0.045,-0.030]",9.164e-16,***,Cholesterol to Total-Lipids in Very Large HDL percentage
HDL-CE,"-0.038 [-0.045,-0.031]",2.566e-20,***,Cholesteryl Esters in HDL
M-HDL-FC%,"-0.038 [-0.046,-0.030]",4.444e-16,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-PL%,"-0.040 [-0.048,-0.032]",5.296e-18,***,Phospholipids to Total-Lipids in Large HDL percentage
HDL-C,"-0.040 [-0.048,-0.033]",5.420e-23,***,HDL Cholesterol
L-HDL-TG%,"-0.042 [-0.049,-0.034]",9.154e-23,***,Triglycerides to Total-Lipids in Large HDL percentage
