Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Unsaturation,"0.170 [0.156,0.184]",2.996e-118,***,Degree of Unsaturation
DHA%,"0.162 [0.147,0.176]",3.852e-106,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"0.143 [0.129,0.156]",1.379e-92,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
DHA,"0.139 [0.126,0.152]",2.802e-86,***,Docosahexaenoic Acid
PUFA%,"0.137 [0.122,0.152]",5.103e-66,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
PUFA/MUFA,"0.114 [0.099,0.129]",4.208e-46,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
Omega-3,"0.113 [0.100,0.126]",5.641e-58,***,Omega-3 Fatty Acids
L-HDL-C%,"0.089 [0.072,0.105]",1.030e-20,***,Cholesterol to Total-Lipids in Large HDL percentage
L-HDL-CE%,"0.088 [0.072,0.105]",8.861e-21,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
LDL-size,"0.085 [0.072,0.099]",9.784e-29,***,Average Diameter for LDL Particles
M-HDL-C%,"0.083 [0.069,0.098]",1.338e-24,***,Cholesterol to Total-Lipids in Medium HDL percentage
Acetone,"0.076 [0.063,0.089]",3.017e-25,***,Acetone
M-HDL-CE%,"0.076 [0.062,0.090]",1.389e-20,***,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
L-HDL-CE,"0.075 [0.061,0.089]",1.189e-21,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.074 [0.060,0.088]",1.046e-20,***,Cholesterol in Large HDL
HDL-CE,"0.071 [0.057,0.085]",4.412e-18,***,Cholesteryl Esters in HDL
XXL-VLDL-FC%,"0.071 [0.058,0.084]",1.276e-22,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
Acetate,"0.071 [0.058,0.084]",9.350e-22,***,Acetate
L-HDL-L,"0.070 [0.056,0.084]",3.315e-17,***,Total-Lipids in Large HDL
HDL-C,"0.069 [0.055,0.083]",1.355e-16,***,HDL Cholesterol
M-HDL-FC%,"0.068 [0.053,0.084]",1.057e-12,***,Free Cholesterol to Total-Lipids in Medium HDL percentage
L-HDL-PL,"0.067 [0.053,0.081]",3.265e-16,***,Phospholipids in Large HDL
L-HDL-FC,"0.065 [0.052,0.079]",2.151e-16,***,Free Cholesterol in Large HDL
L-HDL-P,"0.065 [0.052,0.079]",1.905e-16,***,Concentration of Large HDL Particles
XL-HDL-CE,"0.065 [0.051,0.078]",6.611e-17,***,Cholesteryl Esters in Very Large HDL
Omega-6%,"0.064 [0.049,0.078]",1.026e-11,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
M-LDL-FC%,"0.062 [0.048,0.077]",9.755e-12,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
Albumin,"0.061 [0.048,0.074]",7.171e-15,***,Albumin
HDL-size,"0.060 [0.046,0.074]",1.099e-11,***,Average Diameter for HDL Particles
XL-HDL-C,"0.060 [0.047,0.073]",3.649e-14,***,Cholesterol in Very Large HDL
XL-VLDL-C%,"0.059 [0.046,0.072]",1.149e-13,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
