Abbreviations,OR(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-TG%,"1.192 [1.042,1.363]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
SFA,"1.116 [0.968,1.286]",1.000,,Saturated Fatty Acids
Total-FA,"1.084 [0.941,1.249]",1.000,,Total-Fatty Acids
PUFA,"1.022 [0.886,1.179]",1.000,,Polyunsaturated Fatty Acids
Omega-6,"1.013 [0.879,1.167]",1.000,,Omega-6 Fatty Acids
Total-C,"0.999 [0.863,1.158]",1.000,,Total-Cholesterol
VLDL-C,"0.987 [0.859,1.135]",1.000,,VLDL Cholesterol
VLDL-CE,"0.978 [0.851,1.125]",1.000,,Cholesteryl Esters in VLDL
LDL-CE,"0.963 [0.837,1.109]",1.000,,Cholesteryl Esters in LDL
M-LDL-FC%,"0.868 [0.752,1.002]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
