Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Gly,"0.082 [0.076,0.088]",2.894e-139,***,Glycine
XL-HDL-FC%,"0.066 [0.057,0.074]",1.376e-44,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
Omega-6/Omega-3,"0.057 [0.049,0.064]",5.090e-47,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
M-HDL-PL%,"0.045 [0.037,0.053]",2.032e-23,***,Phospholipids to Total-Lipids in Medium HDL percentage
TG/PG,"0.043 [0.035,0.051]",1.307e-20,***,Triglycerides to Phosphoglycerides ratio
VLDL-size,"0.043 [0.035,0.050]",8.462e-23,***,Average Diameter for VLDL Particles
L-HDL-TG%,"0.040 [0.032,0.047]",3.463e-17,***,Triglycerides to Total-Lipids in Large HDL percentage
M-HDL-TG%,"0.034 [0.027,0.041]",1.442e-14,***,Triglycerides to Total-Lipids in Medium HDL percentage
XXL-VLDL-TG,"0.033 [0.025,0.041]",2.175e-11,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XXL-VLDL-L,"0.032 [0.025,0.040]",3.462e-11,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
S-HDL-TG%,"0.032 [0.025,0.039]",6.153e-13,***,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG%,"0.032 [0.025,0.039]",1.264e-12,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-HDL-TG%,"0.031 [0.024,0.039]",9.000e-10,***,Triglycerides to Total-Lipids in Very Large HDL percentage
XL-VLDL-TG,"0.031 [0.024,0.039]",2.158e-10,***,Triglycerides in Very Large VLDL
XXL-VLDL-CE,"0.031 [0.023,0.038]",1.532e-10,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
L-HDL-PL%,"0.031 [0.022,0.039]",2.120e-07,***,Phospholipids to Total-Lipids in Large HDL percentage
XXL-VLDL-P,"0.031 [0.023,0.038]",1.871e-09,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
