Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
MUFA%,"0.183 [0.158,0.207]",1.660e-42,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-TG%,"0.144 [0.119,0.168]",1.642e-25,***,Triglycerides to Total-Lipids in Very Large HDL percentage
TG/PG,"0.135 [0.110,0.160]",4.358e-21,***,Triglycerides to Phosphoglycerides ratio
GlycA,"0.126 [0.103,0.149]",9.124e-21,***,Glycoprotein Acetyls
IDL-TG%,"0.123 [0.099,0.147]",5.384e-19,***,Triglycerides to Total-Lipids in IDL percentage
M-HDL-PL%,"0.122 [0.097,0.147]",1.614e-16,***,Phospholipids to Total-Lipids in Medium HDL percentage
VLDL-size,"0.122 [0.098,0.145]",1.350e-18,***,Average Diameter for VLDL Particles
L-HDL-TG%,"0.122 [0.097,0.146]",1.103e-16,***,Triglycerides to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,"0.121 [0.098,0.145]",1.435e-18,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
L-HDL-PL%,"0.120 [0.094,0.146]",6.860e-14,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA,"0.118 [0.095,0.142]",1.012e-17,***,Monounsaturated Fatty Acids
S-HDL-TG,"0.117 [0.095,0.140]",2.745e-19,***,Triglycerides in Small HDL
XL-VLDL-TG,"0.117 [0.093,0.141]",8.845e-17,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,"0.117 [0.093,0.141]",2.201e-16,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"0.115 [0.091,0.139]",1.204e-15,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XXL-VLDL-L,"0.115 [0.091,0.138]",1.099e-15,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-FC,"0.113 [0.089,0.136]",1.598e-15,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,"0.112 [0.088,0.137]",1.825e-14,***,Triglycerides in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,"0.112 [0.089,0.135]",1.230e-15,***,Concentration of Very Large VLDL Particles
XL-VLDL-L,"0.111 [0.088,0.135]",1.323e-15,***,Total-Lipids in Very Large VLDL
VLDL-TG,"0.111 [0.088,0.134]",8.035e-16,***,Triglycerides in VLDL
S-LDL-TG%,"0.111 [0.088,0.134]",7.126e-16,***,Triglycerides to Total-Lipids in Small LDL percentage
XXL-VLDL-C,"0.110 [0.087,0.134]",4.979e-15,***,Cholesterol in Chylomicrons and Extremely Large VLDL
Total-TG,"0.110 [0.087,0.133]",1.423e-15,***,Total-Triglycerides
L-LDL-TG%,"0.110 [0.086,0.133]",2.071e-14,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-TG,"0.110 [0.086,0.133]",2.376e-14,***,Triglycerides in Small LDL
S-HDL-TG%,"0.108 [0.086,0.131]",8.588e-16,***,Triglycerides to Total-Lipids in Small HDL percentage
L-VLDL-PL,"0.107 [0.084,0.130]",7.245e-15,***,Phospholipids in Large VLDL
XXL-VLDL-CE,"0.107 [0.083,0.130]",6.067e-14,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
XL-VLDL-PL,"0.107 [0.083,0.130]",3.763e-14,***,Phospholipids in Very Large VLDL
L-VLDL-P,"0.104 [0.081,0.127]",2.118e-13,***,Concentration of Large VLDL Particles
M-VLDL-TG%,"0.103 [0.081,0.126]",5.060e-14,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-FC,"0.101 [0.079,0.124]",7.979e-13,***,Free Cholesterol in Very Large VLDL
S-VLDL-TG,"0.101 [0.079,0.124]",1.659e-13,***,Triglycerides in Small VLDL
M-LDL-TG,"0.101 [0.078,0.124]",3.837e-12,***,Triglycerides in Medium LDL
M-HDL-TG%,"0.101 [0.078,0.124]",3.973e-13,***,Triglycerides to Total-Lipids in Medium HDL percentage
L-VLDL-FC,"0.100 [0.078,0.123]",8.209e-13,***,Free Cholesterol in Large VLDL
L-VLDL-L,"0.100 [0.078,0.123]",1.055e-12,***,Total-Lipids in Large VLDL
L-VLDL-TG,"0.100 [0.077,0.123]",6.580e-12,***,Triglycerides in Large VLDL
M-VLDL-TG,"0.095 [0.073,0.118]",2.225e-11,***,Triglycerides in Medium VLDL
XS-VLDL-TG,"0.095 [0.073,0.117]",1.340e-11,***,Triglycerides in Very Small VLDL
XL-HDL-FC%,"0.093 [0.066,0.120]",4.250e-06,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
LDL-TG,"0.092 [0.070,0.115]",5.875e-10,***,Triglycerides in LDL
XS-VLDL-PL%,"0.090 [0.067,0.113]",1.948e-09,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C,"0.090 [0.067,0.112]",7.372e-10,***,Cholesterol in Very Large VLDL
M-LDL-TG%,"0.090 [0.067,0.112]",1.772e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
VLDL-L,"0.088 [0.066,0.111]",1.921e-09,***,Total-Lipids in VLDL
L-VLDL-C,"0.087 [0.065,0.109]",2.421e-09,***,Cholesterol in Large VLDL
L-VLDL-PL%,"0.084 [0.065,0.104]",1.120e-11,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-TG,"0.084 [0.061,0.106]",8.777e-08,***,Triglycerides in Large LDL
XL-VLDL-TG%,"0.084 [0.063,0.104]",1.996e-10,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
S-VLDL-TG%,"0.080 [0.058,0.102]",1.686e-07,***,Triglycerides to Total-Lipids in Small VLDL percentage
IDL-TG,"0.079 [0.057,0.102]",5.227e-07,***,Triglycerides in IDL
VLDL-PL,"0.078 [0.056,0.100]",1.074e-06,***,Phospholipids in VLDL
M-HDL-TG,"0.077 [0.056,0.099]",3.480e-07,***,Triglycerides in Medium HDL
HDL-TG,"0.077 [0.055,0.099]",7.972e-07,***,Triglycerides in HDL
XL-VLDL-CE,"0.077 [0.055,0.099]",1.329e-06,***,Cholesteryl Esters in Very Large VLDL
S-VLDL-P,"0.077 [0.055,0.098]",1.076e-06,***,Concentration of Small VLDL Particles
L-VLDL-CE,"0.072 [0.050,0.093]",1.188e-05,***,Cholesteryl Esters in Large VLDL
S-VLDL-L,"0.071 [0.049,0.093]",2.848e-05,***,Total-Lipids in Small VLDL
Total-FA,"0.070 [0.047,0.093]",6.766e-04,***,Total-Fatty Acids
SFA,"0.068 [0.045,0.091]",0.003,**,Saturated Fatty Acids
VLDL-FC,"0.065 [0.043,0.087]",0.001,**,Free Cholesterol in VLDL
S-LDL-CE%,"0.061 [0.040,0.083]",0.005,**,Cholesteryl Esters to Total-Lipids in Small LDL percentage
VLDL-P,"0.061 [0.039,0.082]",0.008,**,Concentration of VLDL Particles
M-VLDL-L,"0.060 [0.038,0.082]",0.015,*,Total-Lipids in Medium VLDL
L-VLDL-C%,"-0.063 [-0.084,-0.041]",0.002,**,Cholesterol to Total-Lipids in Large VLDL percentage
XXL-VLDL-C%,"-0.063 [-0.085,-0.042]",0.001,**,Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
S-HDL-FC%,"-0.066 [-0.087,-0.044]",9.052e-04,***,Free Cholesterol to Total-Lipids in Small HDL percentage
Citrate,"-0.067 [-0.089,-0.046]",2.548e-04,***,Citrate
Omega-3%,"-0.068 [-0.090,-0.045]",9.208e-04,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
HDL-FC,"-0.068 [-0.091,-0.045]",0.002,**,Free Cholesterol in HDL
DHA,"-0.069 [-0.092,-0.046]",5.290e-04,***,Docosahexaenoic Acid
S-HDL-C%,"-0.071 [-0.093,-0.048]",1.114e-04,***,Cholesterol to Total-Lipids in Small HDL percentage
XXL-VLDL-FC%,"-0.074 [-0.095,-0.052]",3.734e-06,***,Free Cholesterol to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
M-LDL-C%,"-0.077 [-0.099,-0.055]",3.058e-06,***,Cholesterol to Total-Lipids in Medium LDL percentage
S-VLDL-C%,"-0.078 [-0.100,-0.055]",3.030e-06,***,Cholesterol to Total-Lipids in Small VLDL percentage
XS-VLDL-FC%,"-0.078 [-0.102,-0.054]",4.272e-05,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
HDL-C,"-0.080 [-0.103,-0.056]",9.875e-06,***,HDL Cholesterol
HDL-CE,"-0.081 [-0.104,-0.057]",5.119e-06,***,Cholesteryl Esters in HDL
XL-VLDL-FC%,"-0.082 [-0.103,-0.061]",5.996e-09,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-PL%,"-0.082 [-0.105,-0.059]",7.339e-07,***,Phospholipids to Total-Lipids in Medium VLDL percentage
IDL-CE%,"-0.083 [-0.106,-0.060]",4.033e-07,***,Cholesteryl Esters to Total-Lipids in IDL percentage
LA%,"-0.090 [-0.115,-0.066]",8.714e-08,***,Linoleic Acid to Total-Fatty Acids percentage
XL-HDL-P,"-0.091 [-0.112,-0.069]",5.080e-11,***,Concentration of Very Large HDL Particles
L-VLDL-CE%,"-0.091 [-0.114,-0.068]",7.476e-10,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
L-HDL-PL,"-0.092 [-0.115,-0.069]",1.949e-09,***,Phospholipids in Large HDL
IDL-FC%,"-0.093 [-0.117,-0.070]",6.886e-10,***,Free Cholesterol to Total-Lipids in IDL percentage
L-HDL-P,"-0.095 [-0.117,-0.072]",4.584e-11,***,Concentration of Large HDL Particles
XL-HDL-FC,"-0.097 [-0.118,-0.076]",3.085e-14,***,Free Cholesterol in Very Large HDL
XL-HDL-PL,"-0.097 [-0.119,-0.075]",7.941e-13,***,Phospholipids in Very Large HDL
L-HDL-FC,"-0.099 [-0.121,-0.076]",2.563e-12,***,Free Cholesterol in Large HDL
S-VLDL-PL%,"-0.099 [-0.122,-0.076]",2.685e-12,***,Phospholipids to Total-Lipids in Small VLDL percentage
XL-HDL-PL%,"-0.100 [-0.128,-0.072]",6.710e-07,***,Phospholipids to Total-Lipids in Very Large HDL percentage
L-LDL-C%,"-0.101 [-0.125,-0.076]",1.297e-10,***,Cholesterol to Total-Lipids in Large LDL percentage
XL-HDL-L,"-0.101 [-0.123,-0.079]",5.871e-14,***,Total-Lipids in Very Large HDL
L-HDL-L,"-0.103 [-0.126,-0.079]",5.173e-12,***,Total-Lipids in Large HDL
M-VLDL-FC%,"-0.103 [-0.127,-0.079]",2.713e-12,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
HDL-size,"-0.104 [-0.127,-0.080]",1.080e-12,***,Average Diameter for HDL Particles
S-VLDL-FC%,"-0.105 [-0.128,-0.081]",2.914e-13,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
XL-VLDL-C%,"-0.106 [-0.127,-0.084]",5.838e-16,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
