Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"26.995 [7.359,46.631]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6/Omega-3,"8.926 [-8.157,26.009]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
LDL-CE,"0.532 [-16.699,17.763]",1.000,,Cholesteryl Esters in LDL
HDL-CE,"0.379 [-17.814,18.571]",1.000,,Cholesteryl Esters in HDL
Total-CE,"0.339 [-17.920,18.598]",1.000,,Total-Esterified Cholesterol
Val,"-0.202 [-17.266,16.862]",1.000,,Valine
HDL-C,"-0.552 [-18.794,17.690]",1.000,,HDL Cholesterol
ApoB,"-0.744 [-17.875,16.387]",1.000,,Apolipoprotein B
ApoA1,"-8.072 [-25.884,9.740]",1.000,,Apolipoprotein A1
M-LDL-TG%,"-19.261 [-36.926,-1.595]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
