Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Ile,"4.082 [3.841,4.323]",1.886e-234,***,Isoleucine
L-HDL-PL%,"3.808 [3.521,4.095]",5.521e-143,***,Phospholipids to Total-Lipids in Large HDL percentage
MUFA%,"3.722 [3.451,3.993]",2.347e-153,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
Leu,"3.184 [2.936,3.432]",3.685e-134,***,Leucine
Total-BCAA,"3.169 [2.923,3.414]",9.804e-136,***,Total-Concentration of Branched-Chain Amino Acids (Leucine + Isoleucine + Valine)
Omega-6/Omega-3,"3.030 [2.782,3.279]",1.873e-120,***,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
S-HDL-PL,"2.990 [2.753,3.228]",4.519e-129,***,Phospholipids in Small HDL
MUFA,"2.876 [2.618,3.134]",3.293e-100,***,Monounsaturated Fatty Acids
S-HDL-L,"2.850 [2.614,3.086]",5.529e-118,***,Total-Lipids in Small HDL
VLDL-size,"2.832 [2.572,3.092]",2.663e-95,***,Average Diameter for VLDL Particles
XXL-VLDL-TG,"2.812 [2.546,3.077]",5.539e-90,***,Triglycerides in Chylomicrons and Extremely Large VLDL
M-VLDL-TG%,"2.795 [2.548,3.042]",2.468e-103,***,Triglycerides to Total-Lipids in Medium VLDL percentage
XL-VLDL-TG,"2.688 [2.427,2.949]",3.523e-85,***,Triglycerides in Very Large VLDL
XXL-VLDL-L,"2.670 [2.408,2.932]",4.027e-83,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-P,"2.600 [2.336,2.864]",1.690e-77,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-TG%,"2.582 [2.358,2.807]",8.393e-107,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
Val,"2.558 [2.311,2.805]",5.590e-86,***,Valine
XL-HDL-TG%,"2.547 [2.279,2.814]",4.445e-72,***,Triglycerides to Total-Lipids in Very Large HDL percentage
S-HDL-TG,"2.505 [2.259,2.751]",6.561e-83,***,Triglycerides in Small HDL
XXL-VLDL-PL,"2.495 [2.233,2.757]",3.595e-72,***,Phospholipids in Chylomicrons and Extremely Large VLDL
M-HDL-TG,"2.464 [2.228,2.700]",1.351e-87,***,Triglycerides in Medium HDL
L-VLDL-TG,"2.387 [2.133,2.642]",5.742e-70,***,Triglycerides in Large VLDL
VLDL-TG,"2.387 [2.134,2.641]",1.187e-70,***,Triglycerides in VLDL
Phe,"2.361 [2.126,2.595]",4.976e-81,***,Phenylalanine
Total-TG,"2.330 [2.077,2.583]",2.299e-67,***,Total-Triglycerides
XL-VLDL-L,"2.297 [2.041,2.553]",6.962e-64,***,Total-Lipids in Very Large VLDL
XXL-VLDL-FC,"2.291 [2.032,2.549]",6.968e-62,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-HDL-P,"2.274 [2.040,2.507]",6.564e-76,***,Concentration of Small HDL Particles
XXL-VLDL-C,"2.266 [2.009,2.523]",2.131e-61,***,Cholesterol in Chylomicrons and Extremely Large VLDL
XL-VLDL-P,"2.238 [1.981,2.494]",5.507e-60,***,Concentration of Very Large VLDL Particles
HDL-TG,"2.227 [1.989,2.466]",2.212e-69,***,Triglycerides in HDL
S-VLDL-TG%,"2.223 [1.983,2.462]",2.144e-68,***,Triglycerides to Total-Lipids in Small VLDL percentage
XXL-VLDL-CE,"2.209 [1.953,2.465]",9.843e-59,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
SFA,"2.189 [1.932,2.446]",2.865e-57,***,Saturated Fatty Acids
S-HDL-C,"2.186 [1.952,2.420]",3.280e-69,***,Cholesterol in Small HDL
S-HDL-FC,"2.148 [1.908,2.388]",2.858e-63,***,Free Cholesterol in Small HDL
