Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
M-LDL-FC%,"9.809 [-2.895,22.513]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
LDL-CE,"3.175 [-7.971,14.321]",1.000,,Cholesteryl Esters in LDL
Remnant-C,"1.597 [-9.647,12.841]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Total-C,"1.591 [-10.219,13.401]",1.000,,Total-Cholesterol
VLDL-C,"0.167 [-10.756,11.090]",1.000,,VLDL Cholesterol
VLDL-FC,"-1.884 [-12.984,9.216]",1.000,,Free Cholesterol in VLDL
Lactate,"-1.999 [-12.654,8.656]",1.000,,Lactate
HDL-FC,"-3.150 [-14.455,8.156]",1.000,,Free Cholesterol in HDL
M-LDL-TG%,"-5.233 [-16.661,6.196]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Total-FA,"-6.163 [-17.831,5.506]",1.000,,Total-Fatty Acids
