Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-PL%,"0.051 [0.040,0.061]",3.810e-17,***,Phospholipids to Total-Lipids in Large HDL percentage
XS-VLDL-TG%,"0.046 [0.037,0.055]",5.329e-19,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
M-VLDL-TG%,"0.042 [0.034,0.050]",3.871e-17,***,Triglycerides to Total-Lipids in Medium VLDL percentage
S-VLDL-TG%,"0.041 [0.033,0.049]",1.488e-17,***,Triglycerides to Total-Lipids in Small VLDL percentage
S-LDL-TG%,"0.041 [0.032,0.050]",1.081e-14,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-HDL-TG%,"0.038 [0.029,0.048]",1.338e-10,***,Triglycerides to Total-Lipids in Very Large HDL percentage
IDL-TG%,"0.035 [0.026,0.044]",7.092e-09,***,Triglycerides to Total-Lipids in IDL percentage
S-HDL-TG,"0.034 [0.026,0.043]",3.910e-10,***,Triglycerides in Small HDL
M-HDL-TG,"0.034 [0.026,0.042]",3.279e-11,***,Triglycerides in Medium HDL
L-LDL-TG%,"0.034 [0.025,0.043]",3.520e-08,***,Triglycerides to Total-Lipids in Large LDL percentage
M-LDL-TG%,"0.034 [0.025,0.042]",2.210e-09,***,Triglycerides to Total-Lipids in Medium LDL percentage
MUFA%,"0.034 [0.024,0.043]",4.658e-07,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
HDL-TG,"0.033 [0.025,0.041]",5.621e-10,***,Triglycerides in HDL
S-HDL-PL,"0.033 [0.025,0.041]",3.873e-10,***,Phospholipids in Small HDL
XL-VLDL-TG%,"0.032 [0.025,0.040]",1.714e-12,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
L-HDL-TG%,"0.032 [0.022,0.041]",7.898e-06,***,Triglycerides to Total-Lipids in Large HDL percentage
XXL-VLDL-P,"0.032 [0.022,0.041]",4.795e-06,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-TG,"0.032 [0.023,0.041]",1.693e-06,***,Triglycerides in Very Large VLDL
XXL-VLDL-PL,"0.031 [0.022,0.040]",5.923e-06,***,Phospholipids in Chylomicrons and Extremely Large VLDL
XXL-VLDL-TG,"0.031 [0.021,0.040]",2.722e-05,***,Triglycerides in Chylomicrons and Extremely Large VLDL
S-HDL-L,"0.030 [0.022,0.038]",7.679e-08,***,Total-Lipids in Small HDL
GlycA,"0.030 [0.021,0.038]",6.794e-06,***,Glycoprotein Acetyls
XXL-VLDL-L,"0.029 [0.020,0.039]",5.757e-05,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
Total-TG,"0.029 [0.021,0.038]",9.771e-06,***,Total-Triglycerides
S-LDL-TG,"0.029 [0.020,0.038]",8.908e-05,***,Triglycerides in Small LDL
MUFA,"0.029 [0.020,0.038]",3.600e-05,***,Monounsaturated Fatty Acids
XXL-VLDL-FC,"0.029 [0.020,0.038]",9.874e-05,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
VLDL-size,"0.028 [0.019,0.037]",1.452e-04,***,Average Diameter for VLDL Particles
VLDL-TG,"0.028 [0.019,0.037]",8.150e-05,***,Triglycerides in VLDL
TG/PG,"0.028 [0.018,0.037]",0.002,**,Triglycerides to Phosphoglycerides ratio
S-VLDL-TG,"0.027 [0.019,0.036]",4.210e-05,***,Triglycerides in Small VLDL
L-VLDL-TG,"0.027 [0.018,0.035]",6.524e-04,***,Triglycerides in Large VLDL
M-HDL-PL,"0.026 [0.018,0.035]",2.419e-04,***,Phospholipids in Medium HDL
M-LDL-TG,"0.026 [0.017,0.035]",0.003,**,Triglycerides in Medium LDL
XL-VLDL-P,"0.026 [0.017,0.035]",0.003,**,Concentration of Very Large VLDL Particles
XXL-VLDL-C,"0.025 [0.016,0.034]",0.006,**,Cholesterol in Chylomicrons and Extremely Large VLDL
S-HDL-FC,"0.025 [0.017,0.033]",2.517e-04,***,Free Cholesterol in Small HDL
XL-VLDL-L,"0.025 [0.016,0.034]",0.006,**,Total-Lipids in Very Large VLDL
XS-VLDL-TG,"0.023 [0.015,0.032]",0.012,*,Triglycerides in Very Small VLDL
M-HDL-L,"0.023 [0.015,0.032]",0.022,*,Total-Lipids in Medium HDL
LDL-TG,"0.023 [0.014,0.032]",0.042,*,Triglycerides in LDL
M-HDL-TG%,"0.023 [0.015,0.031]",0.015,*,Triglycerides to Total-Lipids in Medium HDL percentage
S-HDL-TG%,"0.023 [0.015,0.031]",0.016,*,Triglycerides to Total-Lipids in Small HDL percentage
M-VLDL-TG,"0.023 [0.014,0.031]",0.043,*,Triglycerides in Medium VLDL
L-HDL-TG,"0.022 [0.015,0.030]",0.004,**,Triglycerides in Large HDL
L-VLDL-TG%,"0.022 [0.015,0.029]",6.668e-04,***,Triglycerides to Total-Lipids in Large VLDL percentage
S-HDL-P,"0.021 [0.013,0.029]",0.025,*,Concentration of Small HDL Particles
Acetate,"-0.021 [-0.029,-0.013]",0.028,*,Acetate
XL-HDL-FC,"-0.022 [-0.029,-0.014]",0.005,**,Free Cholesterol in Very Large HDL
DHA%,"-0.024 [-0.033,-0.016]",0.015,*,Docosahexaenoic Acid to Total-Fatty Acids percentage
M-HDL-CE%,"-0.025 [-0.034,-0.016]",0.024,*,Cholesteryl Esters to Total-Lipids in Medium HDL percentage
M-VLDL-CE,"-0.025 [-0.033,-0.017]",6.154e-04,***,Cholesteryl Esters in Medium VLDL
S-HDL-CE%,"-0.025 [-0.033,-0.017]",5.542e-04,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
M-LDL-C%,"-0.027 [-0.035,-0.018]",1.472e-04,***,Cholesterol to Total-Lipids in Medium LDL percentage
Omega-6%,"-0.027 [-0.037,-0.018]",0.006,**,Omega-6 Fatty Acids to Total-Fatty Acids percentage
Unsaturation,"-0.028 [-0.037,-0.020]",1.125e-04,***,Degree of Unsaturation
Albumin,"-0.029 [-0.037,-0.021]",1.370e-06,***,Albumin
S-HDL-C%,"-0.030 [-0.038,-0.022]",4.793e-07,***,Cholesterol to Total-Lipids in Small HDL percentage
PUFA%,"-0.034 [-0.044,-0.025]",1.618e-06,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-FC%,"-0.035 [-0.046,-0.023]",2.284e-04,***,Free Cholesterol to Total-Lipids in Large HDL percentage
PUFA/MUFA,"-0.035 [-0.045,-0.026]",1.321e-07,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-VLDL-FC%,"-0.035 [-0.043,-0.028]",5.442e-14,***,Free Cholesterol to Total-Lipids in Very Large VLDL percentage
S-LDL-FC%,"-0.036 [-0.045,-0.026]",4.350e-09,***,Free Cholesterol to Total-Lipids in Small LDL percentage
M-LDL-FC%,"-0.036 [-0.045,-0.026]",2.583e-08,***,Free Cholesterol to Total-Lipids in Medium LDL percentage
L-VLDL-C%,"-0.036 [-0.044,-0.028]",1.253e-13,***,Cholesterol to Total-Lipids in Large VLDL percentage
M-VLDL-PL%,"-0.038 [-0.047,-0.029]",5.557e-12,***,Phospholipids to Total-Lipids in Medium VLDL percentage
XL-VLDL-CE%,"-0.039 [-0.047,-0.030]",6.611e-15,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
XL-VLDL-C%,"-0.039 [-0.047,-0.031]",1.164e-15,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
S-VLDL-CE%,"-0.039 [-0.047,-0.031]",1.256e-15,***,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
L-LDL-FC%,"-0.040 [-0.050,-0.031]",7.439e-12,***,Free Cholesterol to Total-Lipids in Large LDL percentage
S-VLDL-PL%,"-0.042 [-0.050,-0.033]",4.791e-16,***,Phospholipids to Total-Lipids in Small VLDL percentage
XS-VLDL-CE%,"-0.042 [-0.052,-0.032]",1.322e-11,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
L-VLDL-CE%,"-0.043 [-0.051,-0.035]",5.796e-18,***,Cholesteryl Esters to Total-Lipids in Large VLDL percentage
S-VLDL-FC%,"-0.044 [-0.053,-0.035]",1.357e-16,***,Free Cholesterol to Total-Lipids in Small VLDL percentage
S-VLDL-C%,"-0.044 [-0.052,-0.035]",2.155e-18,***,Cholesterol to Total-Lipids in Small VLDL percentage
IDL-FC%,"-0.044 [-0.053,-0.035]",3.190e-17,***,Free Cholesterol to Total-Lipids in IDL percentage
XS-VLDL-C%,"-0.045 [-0.055,-0.035]",2.242e-14,***,Cholesterol to Total-Lipids in Very Small VLDL percentage
M-VLDL-FC%,"-0.046 [-0.055,-0.037]",5.760e-18,***,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,"-0.049 [-0.059,-0.040]",6.606e-19,***,Cholesterol to Total-Lipids in Medium VLDL percentage
L-HDL-CE%,"-0.050 [-0.061,-0.039]",7.603e-14,***,Cholesteryl Esters to Total-Lipids in Large HDL percentage
M-VLDL-CE%,"-0.051 [-0.061,-0.041]",3.290e-18,***,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
L-HDL-C%,"-0.052 [-0.063,-0.041]",3.633e-15,***,Cholesterol to Total-Lipids in Large HDL percentage
XS-VLDL-FC%,"-0.052 [-0.062,-0.043]",2.208e-23,***,Free Cholesterol to Total-Lipids in Very Small VLDL percentage
