Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
GlycA,"0.157 [0.147,0.167]",1.253e-209,***,Glycoprotein Acetyls
MUFA%,"0.153 [0.143,0.164]",1.327e-178,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
XL-HDL-FC%,"0.122 [0.111,0.134]",1.723e-93,***,Free Cholesterol to Total-Lipids in Very Large HDL percentage
XL-HDL-TG%,"0.120 [0.110,0.131]",1.756e-112,***,Triglycerides to Total-Lipids in Very Large HDL percentage
L-HDL-PL%,"0.108 [0.097,0.119]",1.165e-77,***,Phospholipids to Total-Lipids in Large HDL percentage
L-HDL-TG%,"0.107 [0.096,0.117]",5.679e-85,***,Triglycerides to Total-Lipids in Large HDL percentage
TG/PG,"0.104 [0.094,0.115]",8.062e-80,***,Triglycerides to Phosphoglycerides ratio
XXL-VLDL-CE,"0.099 [0.089,0.109]",2.124e-82,***,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL
M-HDL-PL%,"0.098 [0.088,0.109]",2.953e-70,***,Phospholipids to Total-Lipids in Medium HDL percentage
S-HDL-TG,"0.097 [0.087,0.106]",2.504e-84,***,Triglycerides in Small HDL
XXL-VLDL-C,"0.096 [0.087,0.106]",3.125e-77,***,Cholesterol in Chylomicrons and Extremely Large VLDL
MUFA,"0.094 [0.085,0.104]",6.034e-73,***,Monounsaturated Fatty Acids
IDL-TG%,"0.093 [0.083,0.102]",1.921e-69,***,Triglycerides to Total-Lipids in IDL percentage
XXL-VLDL-PL,"0.092 [0.082,0.102]",2.517e-67,***,Phospholipids in Chylomicrons and Extremely Large VLDL
VLDL-size,"0.092 [0.082,0.102]",1.946e-67,***,Average Diameter for VLDL Particles
XXL-VLDL-FC,"0.091 [0.081,0.101]",3.326e-67,***,Free Cholesterol in Chylomicrons and Extremely Large VLDL
S-HDL-TG%,"0.090 [0.080,0.099]",4.922e-71,***,Triglycerides to Total-Lipids in Small HDL percentage
XL-VLDL-P,"0.089 [0.079,0.098]",6.485e-65,***,Concentration of Very Large VLDL Particles
Creatinine,"0.088 [0.077,0.100]",1.035e-45,***,Creatinine
XXL-VLDL-P,"0.088 [0.078,0.098]",1.077e-59,***,Concentration of Chylomicrons and Extremely Large VLDL Particles
XL-VLDL-L,"0.087 [0.077,0.097]",8.038e-63,***,Total-Lipids in Very Large VLDL
XXL-VLDL-L,"0.087 [0.077,0.097]",1.512e-59,***,Total-Lipids in Chylomicrons and Extremely Large VLDL
L-VLDL-PL,"0.087 [0.077,0.096]",2.790e-65,***,Phospholipids in Large VLDL
XL-VLDL-PL,"0.086 [0.077,0.096]",1.222e-62,***,Phospholipids in Very Large VLDL
XL-VLDL-TG,"0.086 [0.076,0.096]",1.204e-58,***,Triglycerides in Very Large VLDL
L-VLDL-FC,"0.086 [0.076,0.095]",1.578e-64,***,Free Cholesterol in Large VLDL
M-HDL-TG%,"0.085 [0.076,0.095]",9.927e-64,***,Triglycerides to Total-Lipids in Medium HDL percentage
XL-VLDL-FC,"0.084 [0.074,0.093]",3.517e-60,***,Free Cholesterol in Very Large VLDL
L-VLDL-P,"0.083 [0.073,0.093]",1.738e-58,***,Concentration of Large VLDL Particles
XS-VLDL-TG%,"0.083 [0.073,0.093]",1.442e-55,***,Triglycerides to Total-Lipids in Very Small VLDL percentage
XL-VLDL-C,"0.082 [0.072,0.091]",1.096e-59,***,Cholesterol in Very Large VLDL
L-VLDL-PL%,"0.081 [0.073,0.090]",1.121e-75,***,Phospholipids to Total-Lipids in Large VLDL percentage
L-LDL-TG%,"0.081 [0.071,0.091]",8.071e-53,***,Triglycerides to Total-Lipids in Large LDL percentage
XS-VLDL-PL%,"0.081 [0.071,0.090]",1.086e-55,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
VLDL-TG,"0.080 [0.071,0.090]",6.860e-54,***,Triglycerides in VLDL
XXL-VLDL-TG,"0.080 [0.070,0.090]",4.814e-48,***,Triglycerides in Chylomicrons and Extremely Large VLDL
Total-TG,"0.079 [0.070,0.089]",1.065e-52,***,Total-Triglycerides
L-VLDL-L,"0.078 [0.069,0.088]",5.931e-53,***,Total-Lipids in Large VLDL
S-LDL-TG,"0.078 [0.068,0.088]",1.367e-48,***,Triglycerides in Small LDL
