Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
Total-C,"10.243 [-0.442,20.929]",1.000,,Total-Cholesterol
M-LDL-FC%,"8.986 [-2.510,20.482]",1.000,,Free Cholesterol to Total-Lipids in Medium LDL percentage
Remnant-C,"8.787 [-1.386,18.960]",1.000,,"Remnant Cholesterol (Non-HDL, Non-LDL -Cholesterol)"
Non-HDL-C,"8.108 [-2.124,18.341]",1.000,,Total-Cholesterol Minus HDL-C
LDL-C,"7.095 [-3.041,17.232]",1.000,,LDL Cholesterol
M-LDL-TG%,"-2.295 [-12.638,8.047]",1.000,,Triglycerides to Total-Lipids in Medium LDL percentage
Tyr,"-2.456 [-11.991,7.079]",1.000,,Tyrosine
Gly,"-3.144 [-11.565,5.277]",1.000,,Glycine
Ala,"-3.928 [-13.651,5.795]",1.000,,Alanine
Omega-6/Omega-3,"-4.150 [-14.149,5.850]",1.000,,Omega-6 Fatty Acids to Omega-3 Fatty Acids ratio
