Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
IDL-PL%,"0.153 [0.138,0.168]",8.437e-82,***,Phospholipids to Total-Lipids in IDL percentage
M-HDL-PL%,"0.141 [0.123,0.159]",1.394e-48,***,Phospholipids to Total-Lipids in Medium HDL percentage
PUFA/MUFA,"0.136 [0.118,0.154]",2.332e-44,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
DHA%,"0.127 [0.110,0.144]",3.189e-42,***,Docosahexaenoic Acid to Total-Fatty Acids percentage
Omega-3%,"0.123 [0.107,0.139]",5.179e-45,***,Omega-3 Fatty Acids to Total-Fatty Acids percentage
PUFA%,"0.119 [0.101,0.137]",6.828e-32,***,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
Tyr,"0.104 [0.089,0.120]",2.154e-35,***,Tyrosine
XS-VLDL-PL%,"0.104 [0.087,0.120]",4.416e-30,***,Phospholipids to Total-Lipids in Very Small VLDL percentage
Sc-ala,"0.100 [0.084,0.115]",6.632e-31,***,Spectrometer-corrected alanine
XL-HDL-PL%,"0.099 [0.079,0.119]",1.599e-16,***,Phospholipids to Total-Lipids in Very Large HDL percentage
Unsaturation,"0.098 [0.081,0.115]",9.305e-24,***,Degree of Unsaturation
S-LDL-PL%,"0.087 [0.072,0.103]",1.000e-23,***,Phospholipids to Total-Lipids in Small LDL percentage
Ala,"0.085 [0.069,0.101]",2.254e-20,***,Alanine
Acetate,"0.083 [0.068,0.099]",3.883e-20,***,Acetate
S-VLDL-TG%,"0.082 [0.067,0.098]",2.036e-19,***,Triglycerides to Total-Lipids in Small VLDL percentage
TG/PG,"0.082 [0.064,0.100]",4.272e-14,***,Triglycerides to Phosphoglycerides ratio
S-HDL-TG%,"0.078 [0.062,0.094]",1.013e-15,***,Triglycerides to Total-Lipids in Small HDL percentage
IDL-TG%,"0.076 [0.059,0.093]",3.381e-13,***,Triglycerides to Total-Lipids in IDL percentage
Phe,"0.067 [0.051,0.082]",3.110e-12,***,Phenylalanine
M-HDL-TG%,"0.063 [0.047,0.080]",4.084e-09,***,Triglycerides to Total-Lipids in Medium HDL percentage
M-VLDL-TG%,"0.062 [0.046,0.078]",1.619e-08,***,Triglycerides to Total-Lipids in Medium VLDL percentage
Omega-6%,"0.061 [0.043,0.079]",7.183e-06,***,Omega-6 Fatty Acids to Total-Fatty Acids percentage
XXL-VLDL-TG%,"0.059 [0.045,0.074]",8.085e-10,***,Triglycerides to Total-Lipids in Chylomicrons and Extremely Large VLDL percentage
L-LDL-TG%,"0.055 [0.038,0.072]",5.768e-05,***,Triglycerides to Total-Lipids in Large LDL percentage
S-LDL-TG%,"0.054 [0.037,0.070]",3.878e-05,***,Triglycerides to Total-Lipids in Small LDL percentage
XL-VLDL-TG%,"0.052 [0.038,0.067]",7.771e-07,***,Triglycerides to Total-Lipids in Very Large VLDL percentage
M-LDL-TG%,"0.049 [0.032,0.065]",0.001,**,Triglycerides to Total-Lipids in Medium LDL percentage
M-LDL-CE%,"0.044 [0.029,0.060]",0.005,**,Cholesteryl Esters to Total-Lipids in Medium LDL percentage
L-LDL-PL%,"0.041 [0.026,0.056]",0.018,*,Phospholipids to Total-Lipids in Large LDL percentage
L-VLDL-TG%,"0.041 [0.026,0.055]",0.008,**,Triglycerides to Total-Lipids in Large VLDL percentage
HDL-TG,"-0.043 [-0.058,-0.027]",0.021,*,Triglycerides in HDL
XS-VLDL-L,"-0.043 [-0.058,-0.027]",0.015,*,Total-Lipids in Very Small VLDL
M-VLDL-L,"-0.043 [-0.059,-0.028]",0.014,*,Total-Lipids in Medium VLDL
S-VLDL-CE%,"-0.045 [-0.061,-0.030]",0.003,**,Cholesteryl Esters to Total-Lipids in Small VLDL percentage
XS-VLDL-P,"-0.045 [-0.061,-0.030]",0.001,**,Concentration of Very Small VLDL Particles
S-VLDL-CE,"-0.046 [-0.061,-0.031]",7.470e-04,***,Cholesteryl Esters in Small VLDL
VLDL-C,"-0.046 [-0.061,-0.031]",0.001,**,VLDL Cholesterol
M-LDL-FC%,"-0.047 [-0.064,-0.029]",0.046,*,Free Cholesterol to Total-Lipids in Medium LDL percentage
Ile,"-0.047 [-0.063,-0.031]",0.001,**,Isoleucine
M-VLDL-FC%,"-0.050 [-0.067,-0.033]",0.002,**,Free Cholesterol to Total-Lipids in Medium VLDL percentage
M-VLDL-CE%,"-0.050 [-0.068,-0.032]",0.017,*,Cholesteryl Esters to Total-Lipids in Medium VLDL percentage
M-VLDL-C%,"-0.050 [-0.068,-0.033]",0.005,**,Cholesterol to Total-Lipids in Medium VLDL percentage
VLDL-CE,"-0.051 [-0.066,-0.036]",1.517e-05,***,Cholesteryl Esters in VLDL
M-HDL-TG,"-0.051 [-0.067,-0.036]",1.713e-05,***,Triglycerides in Medium HDL
S-VLDL-C,"-0.053 [-0.068,-0.038]",2.142e-06,***,Cholesterol in Small VLDL
M-VLDL-FC,"-0.053 [-0.068,-0.038]",2.437e-06,***,Free Cholesterol in Medium VLDL
XS-VLDL-C,"-0.053 [-0.069,-0.038]",4.676e-06,***,Cholesterol in Very Small VLDL
XL-VLDL-C%,"-0.054 [-0.070,-0.038]",4.647e-06,***,Cholesterol to Total-Lipids in Very Large VLDL percentage
M-VLDL-P,"-0.054 [-0.069,-0.038]",1.761e-06,***,Concentration of Medium VLDL Particles
S-VLDL-PL,"-0.054 [-0.069,-0.039]",1.296e-06,***,Phospholipids in Small VLDL
M-VLDL-PL,"-0.056 [-0.071,-0.040]",2.884e-07,***,Phospholipids in Medium VLDL
XS-VLDL-CE%,"-0.057 [-0.075,-0.039]",1.474e-04,***,Cholesteryl Esters to Total-Lipids in Very Small VLDL percentage
Lactate,"-0.057 [-0.073,-0.042]",7.351e-08,***,Lactate
XS-VLDL-CE,"-0.059 [-0.075,-0.044]",2.494e-08,***,Cholesteryl Esters in Very Small VLDL
L-HDL-FC,"-0.059 [-0.076,-0.043]",2.043e-07,***,Free Cholesterol in Large HDL
IDL-TG,"-0.061 [-0.077,-0.045]",1.344e-08,***,Triglycerides in IDL
Glu-lactate,"-0.062 [-0.078,-0.046]",6.844e-09,***,Glucose-lactate
XL-VLDL-CE%,"-0.063 [-0.079,-0.047]",1.589e-09,***,Cholesteryl Esters to Total-Lipids in Very Large VLDL percentage
L-HDL-C,"-0.063 [-0.080,-0.047]",2.319e-08,***,Cholesterol in Large HDL
L-HDL-CE,"-0.064 [-0.081,-0.047]",1.182e-08,***,Cholesteryl Esters in Large HDL
M-VLDL-C,"-0.064 [-0.079,-0.049]",7.873e-11,***,Cholesterol in Medium VLDL
S-VLDL-FC,"-0.064 [-0.079,-0.049]",5.095e-11,***,Free Cholesterol in Small VLDL
S-LDL-P,"-0.064 [-0.080,-0.049]",9.409e-11,***,Concentration of Small LDL Particles
S-HDL-CE%,"-0.065 [-0.080,-0.049]",2.470e-10,***,Cholesteryl Esters to Total-Lipids in Small HDL percentage
S-VLDL-C%,"-0.065 [-0.081,-0.049]",7.168e-10,***,Cholesterol to Total-Lipids in Small VLDL percentage
S-HDL-C%,"-0.067 [-0.083,-0.051]",7.058e-11,***,Cholesterol to Total-Lipids in Small HDL percentage
L-LDL-FC%,"-0.067 [-0.084,-0.050]",5.779e-09,***,Free Cholesterol to Total-Lipids in Large LDL percentage
L-VLDL-FC%,"-0.068 [-0.082,-0.054]",2.819e-15,***,Free Cholesterol to Total-Lipids in Large VLDL percentage
M-LDL-P,"-0.068 [-0.084,-0.053]",1.811e-12,***,Concentration of Medium LDL Particles
L-HDL-P,"-0.070 [-0.086,-0.054]",7.940e-12,***,Concentration of Large HDL Particles
M-VLDL-CE,"-0.070 [-0.085,-0.055]",1.765e-13,***,Cholesteryl Esters in Medium VLDL
