Abbreviations,Beta(95%CI),P-value(Bonferroni),P-star,Metabolite
L-HDL-FC%,"0.244 [0.160,0.328]",0.003,**,Free Cholesterol to Total-Lipids in Large HDL percentage
PUFA/MUFA,"0.244 [0.173,0.315]",3.231e-06,***,Polyunsaturated Fatty Acids to Monounsaturated Fatty Acids ratio
XL-HDL-PL%,"0.244 [0.162,0.325]",0.001,**,Phospholipids to Total-Lipids in Very Large HDL percentage
L-HDL-C%,"0.238 [0.153,0.322]",0.009,**,Cholesterol to Total-Lipids in Large HDL percentage
XL-HDL-C,"0.223 [0.161,0.285]",5.282e-07,***,Cholesterol in Very Large HDL
XL-HDL-L,"0.221 [0.158,0.283]",8.354e-07,***,Total-Lipids in Very Large HDL
XL-HDL-CE,"0.220 [0.157,0.283]",1.417e-06,***,Cholesteryl Esters in Very Large HDL
PUFA%,"0.219 [0.146,0.293]",0.001,**,Polyunsaturated Fatty Acids to Total-Fatty Acids percentage
HDL-size,"0.219 [0.154,0.284]",8.462e-06,***,Average Diameter for HDL Particles
XL-HDL-PL,"0.216 [0.155,0.278]",1.374e-06,***,Phospholipids in Very Large HDL
XL-HDL-FC,"0.216 [0.156,0.276]",3.518e-07,***,Free Cholesterol in Very Large HDL
XL-HDL-P,"0.206 [0.145,0.267]",7.553e-06,***,Concentration of Very Large HDL Particles
L-HDL-CE,"0.200 [0.134,0.265]",5.686e-04,***,Cholesteryl Esters in Large HDL
L-HDL-C,"0.199 [0.133,0.265]",7.177e-04,***,Cholesterol in Large HDL
L-HDL-FC,"0.183 [0.120,0.247]",0.004,**,Free Cholesterol in Large HDL
L-HDL-L,"0.181 [0.115,0.248]",0.021,*,Total-Lipids in Large HDL
L-HDL-P,"0.177 [0.114,0.241]",0.009,**,Concentration of Large HDL Particles
L-VLDL-PL%,"-0.139 [-0.190,-0.087]",0.033,*,Phospholipids to Total-Lipids in Large VLDL percentage
S-HDL-PL,"-0.156 [-0.215,-0.097]",0.050,*,Phospholipids in Small HDL
S-HDL-P,"-0.158 [-0.217,-0.099]",0.034,*,Concentration of Small HDL Particles
S-HDL-L,"-0.165 [-0.224,-0.106]",0.009,**,Total-Lipids in Small HDL
XL-HDL-TG%,"-0.194 [-0.264,-0.123]",0.017,*,Triglycerides to Total-Lipids in Very Large HDL percentage
MUFA%,"-0.235 [-0.304,-0.166]",6.042e-06,***,Monounsaturated Fatty Acids to Total-Fatty Acids percentage
L-HDL-PL%,"-0.242 [-0.319,-0.165]",1.932e-04,***,Phospholipids to Total-Lipids in Large HDL percentage
