Code,N_snp,Beta(95%CI),P(Bonferroni),P-star,LONGNAME,Chapter_name
H7_KERATITIS,1243,-0.033 [-0.037--0.03],3.010e-56,***,Keratitis,Eye and adnexa
I9_PAROXTAC,262,-0.033 [-0.040--0.03],7.471e-15,***,Paroxysmal tachycardia,Circulatory
CD2_BENIGN_OTHERDIGESTIVE,74,-0.034 [-0.045--0.02],0.006,**,Benign neoplasm of other and ill-defined parts of digestive system,Neoplasms
G6_SLEEPAPNO,1870,-0.034 [-0.042--0.03],1.629e-11,***,Sleep apnoea,Nervous
L12_INFECT_SKIN,518,-0.035 [-0.042--0.03],2.370e-15,***,Infections of the skin and subcutaneous tissue,Skin
C3_CANCER_WIDE,3273,-0.036 [-0.042--0.03],3.601e-26,***,"Malignant neoplasm, wide definition for exclusion",Neoplasms
I9_POSTAMI,149,-0.037 [-0.050--0.02],0.003,**,Status post-ami,Circulatory
M13_PYOGARTH,525,-0.039 [-0.041--0.04],4.778e-230,***,Pyogenic arthritis,Musculoskeletal
J10_CHRONTONSADEN,5827,-0.040 [-0.044--0.04],7.763e-60,***,Chronic diseases of tonsils and adenoids,Respiratory
M13_ARTHROSIS_POLY,390,-0.040 [-0.046--0.03],5.786e-32,***,Polyarthrosis,Musculoskeletal
M13_HAMMERTOE,331,-0.041 [-0.047--0.04],1.580e-37,***,Other hammer toe(s) (acquired),Musculoskeletal
G6_BELLPA,48,-0.042 [-0.052--0.03],6.095e-09,***,Bell's palsy,Nervous
O15_PREG_OTHER_MAT_DISORD,1961,-0.043 [-0.048--0.04],1.365e-49,***,Other maternal disorders predominantly related to pregnancy,Pregnancy
M13_OLECRANONBURSITIS,147,-0.043 [-0.052--0.03],1.482e-15,***,Olecranon bursitis,Musculoskeletal
CD2_INSITU_BLADDER,34,-0.044 [-0.050--0.04],9.662e-37,***,"Carcinoma in situ, bladder",Neoplasms
N14_CYSTITIS,693,-0.044 [-0.053--0.04],1.744e-17,***,Cystitis,Genitourinary
N14_FEMALEINFERT,80,-0.044 [-0.060--0.03],0.018,*,Female infertility,Genitourinary
N14_MENOPAUSOT,49,-0.045 [-0.061--0.03],0.003,**,Other menopausal disorders,Genitourinary
CHIRHEP_NAS,355,-0.047 [-0.051--0.04],4.687e-154,***,"Cirrhosis of liver, NAS",Digestive
M13_HALLUXRIGIDUS,40,-0.047 [-0.060--0.03],1.864e-07,***,Hallux rigidus,Musculoskeletal
I9_VARICVEOES,203,-0.048 [-0.052--0.04],1.278e-158,***,Oesophageal varices,Circulatory
M13_ARTHROPATHIES,7062,-0.050 [-0.054--0.05],2.896e-103,***,Arthropathies,Musculoskeletal
AB1_INTESTINAL_INFECTIONS,954,-0.050 [-0.065--0.03],1.310e-05,***,Intestinal infectious diseases,Infectious and parasitic
E4_LIPOPROTNAS,242,-0.051 [-0.061--0.04],7.695e-23,***,"Disorder of lipoprotein metabolism, unspecified",Endocrine and metabolic
E4_LIPOPROT,7076,-0.054 [-0.061--0.05],3.538e-48,***,Disorders of lipoprotein metabolism and other lipidaemias,Endocrine and metabolic
K11_HAEMORR,329,-0.057 [-0.076--0.04],1.821e-04,***,Haemorrhoids and perianal venous thrombosis,Digestive
M13_SYNOTEND,1267,-0.059 [-0.066--0.05],9.124e-53,***,Disorders of synovium and tendon,Musculoskeletal
I9_CORATHER,8695,-0.060 [-0.066--0.05],1.832e-88,***,Coronary atherosclerosis,Circulatory
H7_CATARACTSENILE,4936,-0.061 [-0.065--0.06],2.843e-141,***,Senile cataract,Eye and adnexa
H7_CHALAZION,671,-0.061 [-0.063--0.06],1.000e-315,***,Chalazion,Eye and adnexa
NAFLD,505,-0.063 [-0.066--0.06],1.000e-315,***,Nonalcoholic fatty liver disease,Digestive
N14_PROSTHYPERPLA,3796,-0.065 [-0.068--0.06],1.000e-315,***,Hyperplasia of prostate,Genitourinary
O15_PREG_MATERN_CARE,41,-0.065 [-0.081--0.05],2.009e-10,***,Maternal care for other conditions predominantly related to pregnancy,Pregnancy
H7_OCUPAIN,174,-0.069 [-0.075--0.06],9.616e-117,***,Ocular pain,Eye and adnexa
M13_SCIATICA,658,-0.069 [-0.080--0.06],5.706e-32,***,Sciatica+with lumbago,Musculoskeletal
H7_CONJUNCTIVITISACUNONATOPIC,214,-0.070 [-0.083--0.06],8.061e-21,***,"Conjunctivitis (acute, non atopic)",Eye and adnexa
E4_METABOLIA,4834,-0.072 [-0.082--0.06],9.596e-43,***,Metabolic disorders,Endocrine and metabolic
AB1_BACT_INTEST_OTH,357,-0.074 [-0.080--0.07],4.602e-142,***,Other bacterial intestinal infections,Infectious and parasitic
I9_CHD,6392,-0.076 [-0.082--0.07],2.293e-123,***,Major coronary heart disease event,Circulatory
H7_KERATITISOTH,43,-0.078 [-0.097--0.06],6.903e-11,***,Other keratitis,Eye and adnexa
I9_ANGINA,5810,-0.078 [-0.084--0.07],1.175e-140,***,Angina pectoris,Circulatory
G6_MIGRAINE_WITH_AURA,143,-0.079 [-0.090--0.07],5.791e-47,***,Migraine with aura,Nervous
C3_BILIARY_GALLBLADDER,192,-0.080 [-0.084--0.08],9.843e-286,***,"Malignant neoplasm of intrahepatic ducts, biliary tract and gallbladder",Neoplasms
FALLS,542,-0.080 [-0.098--0.06],2.416e-13,***,Falls/tendency to fall,Nervous
E4_HYPERLIPNAS,1251,-0.089 [-0.104--0.08],1.507e-29,***,"Hyperlipidaemia, other/unspecified",Endocrine and metabolic
KRA_PSY_ANYMENTAL,2504,-0.091 [-0.097--0.08],5.811e-155,***,Any mental disorder,Mental and behavioural
I9_UAP,1483,-0.093 [-0.104--0.08],2.572e-59,***,Unstable angina pectoris,Circulatory
K11_LIVER,812,-0.093 [-0.100--0.09],1.116e-179,***,Diseases of liver,Digestive
I9_IHD,7725,-0.103 [-0.109--0.10],5.967e-217,***,"Ischaemic heart disease, wide definition",Circulatory
M13_THORACISPINEPAIN,151,-0.106 [-0.115--0.10],2.157e-110,***,Pain in thoracic spine,Musculoskeletal
H8_NONSUPPNAS,1145,-0.106 [-0.112--0.10],1.623e-293,***,Nonsuppurative otitis media,Ear and mastoid
K11_DISLIVOTH,287,-0.117 [-0.123--0.11],1.000e-315,***,Other diseases of liver,Digestive
H7_EYEOTH,57,-0.122 [-0.136--0.11],2.715e-60,***,Other disorders of eye and adnexa,Eye and adnexa
N14_MALEGEN,1376,-0.127 [-0.133--0.12],1.000e-315,***,Diseases of male genital organs,Genitourinary
K11_INTESTOTH,398,-0.141 [-0.164--0.12],1.860e-28,***,Other diseases of intestines,Digestive
G6_OTHNEU,31,-0.179 [-0.224--0.13],1.174e-09,***,Other neurological diseases,Nervous
K11_OTHDISDIG,25,-0.534 [-0.560--0.51],1.000e-315,***,Other diseases of the digestive system,Digestive
