Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.632 [0.619 - 0.650],0.599 [0.596 - 0.600],0.599 [0.567 - 0.624],0.599 [0.596 - 0.600],0.006 [0.006 - 0.007],0.197 [0.166 - 0.223],0.012 [0.012 - 0.014]
Demographic,0.661 [0.646 - 0.679],0.617 [0.615 - 0.619],0.619 [0.588 - 0.648],0.617 [0.615 - 0.619],0.007 [0.006 - 0.007],0.236 [0.205 - 0.265],0.013 [0.012 - 0.015]
Metabolite+Demographic,0.684 [0.670 - 0.701],0.636 [0.634 - 0.638],0.638 [0.606 - 0.666],0.636 [0.634 - 0.638],0.007 [0.007 - 0.008],0.273 [0.242 - 0.302],0.015 [0.013 - 0.016]
