Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.612 [0.597 - 0.624],0.584 [0.582 - 0.586],0.586 [0.560 - 0.605],0.584 [0.582 - 0.586],0.009 [0.008 - 0.009],0.170 [0.143 - 0.189],0.017 [0.016 - 0.018]
Demographic,0.637 [0.623 - 0.651],0.602 [0.600 - 0.604],0.602 [0.578 - 0.627],0.602 [0.600 - 0.604],0.009 [0.009 - 0.010],0.203 [0.181 - 0.229],0.019 [0.017 - 0.020]
Metabolite+Demographic,0.646 [0.633 - 0.662],0.602 [0.600 - 0.604],0.605 [0.581 - 0.628],0.602 [0.600 - 0.604],0.009 [0.009 - 0.010],0.207 [0.183 - 0.232],0.019 [0.017 - 0.020]
