Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.582 [0.571 - 0.594],0.555 [0.553 - 0.557],0.554 [0.536 - 0.574],0.555 [0.553 - 0.557],0.012 [0.012 - 0.013],0.109 [0.091 - 0.129],0.024 [0.023 - 0.026]
Demographic,0.635 [0.625 - 0.647],0.597 [0.594 - 0.598],0.596 [0.577 - 0.615],0.597 [0.594 - 0.598],0.015 [0.014 - 0.015],0.192 [0.172 - 0.212],0.029 [0.027 - 0.030]
Metabolite+Demographic,0.638 [0.628 - 0.651],0.601 [0.599 - 0.602],0.599 [0.581 - 0.621],0.601 [0.599 - 0.603],0.015 [0.014 - 0.016],0.199 [0.182 - 0.223],0.029 [0.028 - 0.031]
