Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.632 [0.618 - 0.647],0.595 [0.593 - 0.597],0.596 [0.573 - 0.624],0.595 [0.593 - 0.598],0.012 [0.011 - 0.013],0.190 [0.168 - 0.218],0.023 [0.022 - 0.025]
Demographic,0.750 [0.737 - 0.763],0.706 [0.704 - 0.709],0.704 [0.685 - 0.726],0.707 [0.704 - 0.708],0.019 [0.018 - 0.020],0.410 [0.391 - 0.434],0.037 [0.035 - 0.039]
Metabolite+Demographic,0.749 [0.736 - 0.761],0.706 [0.704 - 0.709],0.707 [0.687 - 0.727],0.707 [0.704 - 0.708],0.019 [0.018 - 0.020],0.413 [0.393 - 0.435],0.037 [0.035 - 0.040]
