Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.593 [0.558 - 0.637],0.573 [0.571 - 0.575],0.566 [0.508 - 0.637],0.573 [0.571 - 0.575],0.001 [0.001 - 0.002],0.139 [0.080 - 0.210],0.003 [0.002 - 0.003]
Demographic,0.615 [0.578 - 0.648],0.584 [0.581 - 0.586],0.584 [0.521 - 0.636],0.584 [0.581 - 0.586],0.001 [0.001 - 0.002],0.168 [0.105 - 0.220],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.623 [0.591 - 0.664],0.583 [0.581 - 0.586],0.583 [0.527 - 0.657],0.583 [0.581 - 0.586],0.001 [0.001 - 0.002],0.167 [0.109 - 0.239],0.003 [0.002 - 0.003]
