Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.530 [0.488 - 0.585],0.517 [0.515 - 0.519],0.525 [0.446 - 0.622],0.517 [0.515 - 0.519],0.001 [0.000 - 0.001],0.043 [-0.036 - 0.140],0.001 [0.001 - 0.001]
Demographic,0.775 [0.728 - 0.808],0.713 [0.711 - 0.715],0.713 [0.649 - 0.791],0.713 [0.711 - 0.715],0.001 [0.001 - 0.002],0.427 [0.362 - 0.504],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.757 [0.706 - 0.800],0.711 [0.709 - 0.713],0.716 [0.621 - 0.796],0.711 [0.709 - 0.713],0.001 [0.001 - 0.002],0.428 [0.332 - 0.508],0.003 [0.002 - 0.003]
