Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.455 [0.398 - 0.502],0.473 [0.471 - 0.475],0.480 [0.377 - 0.547],0.473 [0.471 - 0.475],0.001 [0.000 - 0.001],-0.047 [-0.149 - 0.019],0.001 [0.001 - 0.001]
Demographic,0.522 [0.478 - 0.570],0.508 [0.505 - 0.510],0.518 [0.433 - 0.602],0.508 [0.505 - 0.510],0.001 [0.001 - 0.001],0.026 [-0.060 - 0.110],0.001 [0.001 - 0.002]
Metabolite+Demographic,0.479 [0.437 - 0.522],0.497 [0.495 - 0.499],0.500 [0.419 - 0.581],0.497 [0.495 - 0.499],0.001 [0.000 - 0.001],-0.001 [-0.085 - 0.077],0.001 [0.001 - 0.002]
