Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.497 [0.485 - 0.509],0.500 [0.498 - 0.502],0.503 [0.480 - 0.521],0.500 [0.498 - 0.502],0.015 [0.014 - 0.016],0.002 [-0.021 - 0.022],0.029 [0.027 - 0.030]
Demographic,0.518 [0.505 - 0.528],0.506 [0.504 - 0.508],0.506 [0.485 - 0.521],0.506 [0.504 - 0.509],0.015 [0.014 - 0.016],0.013 [-0.009 - 0.027],0.029 [0.028 - 0.030]
Metabolite+Demographic,0.522 [0.507 - 0.534],0.514 [0.511 - 0.515],0.513 [0.492 - 0.530],0.514 [0.511 - 0.516],0.016 [0.015 - 0.016],0.027 [0.006 - 0.043],0.030 [0.029 - 0.031]
