Type,AUC,Accuracy,Sensitivity,Specificity,Precision,Youden-index,F1-score
Metabolite,0.477 [0.422 - 0.514],0.467 [0.465 - 0.469],0.475 [0.370 - 0.535],0.467 [0.465 - 0.469],0.001 [0.001 - 0.001],-0.058 [-0.163 - 0.003],0.001 [0.001 - 0.002]
Demographic,0.670 [0.632 - 0.709],0.638 [0.636 - 0.640],0.642 [0.570 - 0.708],0.638 [0.636 - 0.640],0.001 [0.001 - 0.002],0.279 [0.208 - 0.345],0.003 [0.002 - 0.003]
Metabolite+Demographic,0.665 [0.625 - 0.704],0.622 [0.620 - 0.624],0.628 [0.548 - 0.681],0.622 [0.620 - 0.624],0.001 [0.001 - 0.001],0.251 [0.169 - 0.303],0.002 [0.002 - 0.003]
